,iat,lt,tot,pt,name,mean,uf
313,60.0,30.0,25.0,90.0,ParkedPlanes:mean,1.5,0.9166666666666666
314,60.0,30.0,25.0,90.0,Runwayutilization:last,0.91664993104368,0.9166666666666666
315,60.0,30.0,30.0,60.0,AirportResponseTime:mean,120.0,1.0
316,60.0,30.0,30.0,60.0,DepartQueueSize:mean,0.5,1.0
317,60.0,30.0,30.0,60.0,DepartQueueWaitingTime:mean,0.0,1.0
318,60.0,30.0,30.0,60.0,HoldingQueueSize:mean,0.4999975000125,1.0
319,60.0,30.0,30.0,60.0,HoldingQueueWaitingTime:mean,0.0,1.0
320,60.0,30.0,30.0,60.0,ParkedPlanes:mean,0.5000024999875,1.0
321,60.0,30.0,30.0,60.0,Runwayutilization:last,0.99998500029999,1.0
322,60.0,30.0,30.0,75.0,AirportResponseTime:mean,164.9991,1.0
323,60.0,30.0,30.0,75.0,DepartQueueSize:mean,0.49999499994999996,1.0
324,60.0,30.0,30.0,75.0,DepartQueueWaitingTime:mean,14.9994,1.0
325,60.0,30.0,30.0,75.0,HoldingQueueSize:mean,0.4999975000125,1.0
326,60.0,30.0,30.0,75.0,HoldingQueueWaitingTime:mean,14.9998500015,1.0
327,60.0,30.0,30.0,75.0,ParkedPlanes:mean,1.2499887500562,1.0
328,60.0,30.0,30.0,75.0,Runwayutilization:last,0.99998000049999,1.0
329,60.0,30.0,30.0,90.0,AirportResponseTime:mean,165.0,1.0
330,60.0,30.0,30.0,90.0,DepartQueueSize:mean,0.5,1.0
331,60.0,30.0,30.0,90.0,DepartQueueWaitingTime:mean,0.0,1.0
332,60.0,30.0,30.0,90.0,HoldingQueueSize:mean,0.4999975000375,1.0
333,60.0,30.0,30.0,90.0,HoldingQueueWaitingTime:mean,14.999700006,1.0
334,60.0,30.0,30.0,90.0,ParkedPlanes:mean,1.2500012499813,1.0
335,60.0,30.0,30.0,90.0,Runwayutilization:last,0.9999800005999799,1.0
336,75.0,15.0,15.0,60.0,AirportResponseTime:mean,105.0,0.4
337,75.0,15.0,15.0,60.0,DepartQueueSize:mean,0.5,0.4
338,75.0,15.0,15.0,60.0,DepartQueueWaitingTime:mean,15.0,0.4
339,75.0,15.0,15.0,60.0,HoldingQueueSize:mean,0.0,0.4
340,75.0,15.0,15.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.4
341,75.0,15.0,15.0,60.0,ParkedPlanes:mean,0.5000024999875,0.4
342,75.0,15.0,15.0,60.0,Runwayutilization:last,0.39999640005040005,0.4
343,75.0,15.0,15.0,75.0,AirportResponseTime:mean,105.0,0.4
344,75.0,15.0,15.0,75.0,DepartQueueSize:mean,0.5,0.4
345,75.0,15.0,15.0,75.0,DepartQueueWaitingTime:mean,0.0,0.4
346,75.0,15.0,15.0,75.0,HoldingQueueSize:mean,0.0,0.4
347,75.0,15.0,15.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.4
348,75.0,15.0,15.0,75.0,ParkedPlanes:mean,0.5000024999875,0.4
349,75.0,15.0,15.0,75.0,Runwayutilization:last,0.39999640005040005,0.4
350,75.0,15.0,15.0,90.0,AirportResponseTime:mean,120.0,0.4
351,75.0,15.0,15.0,90.0,DepartQueueSize:mean,0.0,0.4
352,75.0,15.0,15.0,90.0,DepartQueueWaitingTime:mean,0.0,0.4
353,75.0,15.0,15.0,90.0,HoldingQueueSize:mean,0.0,0.4
354,75.0,15.0,15.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.4
355,75.0,15.0,15.0,90.0,ParkedPlanes:mean,1.4999975000125,0.4
356,75.0,15.0,15.0,90.0,Runwayutilization:last,0.3999956000704,0.4
357,75.0,15.0,20.0,60.0,AirportResponseTime:mean,110.0,0.4666666666666667
358,75.0,15.0,20.0,60.0,DepartQueueSize:mean,0.5,0.4666666666666667
359,75.0,15.0,20.0,60.0,DepartQueueWaitingTime:mean,15.0,0.4666666666666667
360,75.0,15.0,20.0,60.0,HoldingQueueSize:mean,0.0,0.4666666666666667
361,75.0,15.0,20.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.4666666666666667
362,75.0,15.0,20.0,60.0,ParkedPlanes:mean,0.5000024999875,0.4666666666666667
363,75.0,15.0,20.0,60.0,Runwayutilization:last,0.46666182229327,0.4666666666666667
364,75.0,15.0,20.0,75.0,AirportResponseTime:mean,110.0,0.4666666666666667
365,75.0,15.0,20.0,75.0,DepartQueueSize:mean,0.5,0.4666666666666667
366,75.0,15.0,20.0,75.0,DepartQueueWaitingTime:mean,0.0,0.4666666666666667
367,75.0,15.0,20.0,75.0,HoldingQueueSize:mean,0.0,0.4666666666666667
368,75.0,15.0,20.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.4666666666666667
369,75.0,15.0,20.0,75.0,ParkedPlanes:mean,0.5000024999875,0.4666666666666667
370,75.0,15.0,20.0,75.0,Runwayutilization:last,0.46666182229327,0.4666666666666667
371,75.0,15.0,20.0,90.0,AirportResponseTime:mean,125.0,0.4666666666666667
372,75.0,15.0,20.0,90.0,DepartQueueSize:mean,0.0,0.4666666666666667
373,75.0,15.0,20.0,90.0,DepartQueueWaitingTime:mean,0.0,0.4666666666666667
374,75.0,15.0,20.0,90.0,HoldingQueueSize:mean,0.0,0.4666666666666667
375,75.0,15.0,20.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.4666666666666667
376,75.0,15.0,20.0,90.0,ParkedPlanes:mean,1.4999975000125,0.4666666666666667
377,75.0,15.0,20.0,90.0,Runwayutilization:last,0.46666088898517993,0.4666666666666667
378,75.0,15.0,25.0,60.0,AirportResponseTime:mean,115.0,0.5333333333333333
379,75.0,15.0,25.0,60.0,DepartQueueSize:mean,0.5,0.5333333333333333
380,75.0,15.0,25.0,60.0,DepartQueueWaitingTime:mean,15.0,0.5333333333333333
381,75.0,15.0,25.0,60.0,HoldingQueueSize:mean,0.0,0.5333333333333333
382,75.0,15.0,25.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
383,75.0,15.0,25.0,60.0,ParkedPlanes:mean,0.5000024999875,0.5333333333333333
384,75.0,15.0,25.0,60.0,Runwayutilization:last,0.53332715565028,0.5333333333333333
385,75.0,15.0,25.0,75.0,AirportResponseTime:mean,115.0,0.5333333333333333
386,75.0,15.0,25.0,75.0,DepartQueueSize:mean,0.5,0.5333333333333333
387,75.0,15.0,25.0,75.0,DepartQueueWaitingTime:mean,0.0,0.5333333333333333
388,75.0,15.0,25.0,75.0,HoldingQueueSize:mean,0.0,0.5333333333333333
389,75.0,15.0,25.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
390,75.0,15.0,25.0,75.0,ParkedPlanes:mean,0.5000024999875,0.5333333333333333
391,75.0,15.0,25.0,75.0,Runwayutilization:last,0.53332715565028,0.5333333333333333
392,75.0,15.0,25.0,90.0,AirportResponseTime:mean,130.0,0.5333333333333333
393,75.0,15.0,25.0,90.0,DepartQueueSize:mean,0.0,0.5333333333333333
394,75.0,15.0,25.0,90.0,DepartQueueWaitingTime:mean,0.0,0.5333333333333333
395,75.0,15.0,25.0,90.0,HoldingQueueSize:mean,0.0,0.5333333333333333
396,75.0,15.0,25.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
397,75.0,15.0,25.0,90.0,ParkedPlanes:mean,1.4999975000125,0.5333333333333333
398,75.0,15.0,25.0,90.0,Runwayutilization:last,0.53332608901446,0.5333333333333333
399,75.0,15.0,30.0,60.0,AirportResponseTime:mean,120.0,0.6
400,75.0,15.0,30.0,60.0,DepartQueueSize:mean,0.5,0.6
401,75.0,15.0,30.0,60.0,DepartQueueWaitingTime:mean,15.0,0.6
402,75.0,15.0,30.0,60.0,HoldingQueueSize:mean,0.0,0.6
403,75.0,15.0,30.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.6
404,75.0,15.0,30.0,60.0,ParkedPlanes:mean,0.5000024999875,0.6
405,75.0,15.0,30.0,60.0,Runwayutilization:last,0.5999924001215999,0.6
406,75.0,15.0,30.0,75.0,AirportResponseTime:mean,120.0,0.6
407,75.0,15.0,30.0,75.0,DepartQueueSize:mean,0.5,0.6
408,75.0,15.0,30.0,75.0,DepartQueueWaitingTime:mean,0.0,0.6
409,75.0,15.0,30.0,75.0,HoldingQueueSize:mean,0.0,0.6
410,75.0,15.0,30.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.6
411,75.0,15.0,30.0,75.0,ParkedPlanes:mean,0.5000024999875,0.6
412,75.0,15.0,30.0,75.0,Runwayutilization:last,0.5999924001215999,0.6
413,75.0,15.0,30.0,90.0,AirportResponseTime:mean,135.0,0.6
414,75.0,15.0,30.0,90.0,DepartQueueSize:mean,0.0,0.6
415,75.0,15.0,30.0,90.0,DepartQueueWaitingTime:mean,0.0,0.6
416,75.0,15.0,30.0,90.0,HoldingQueueSize:mean,0.0,0.6
417,75.0,15.0,30.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.6
418,75.0,15.0,30.0,90.0,ParkedPlanes:mean,1.4999975000125,0.6
419,75.0,15.0,30.0,90.0,Runwayutilization:last,0.5999912001584,0.6
420,75.0,20.0,15.0,60.0,AirportResponseTime:mean,110.0,0.4666666666666667
421,75.0,20.0,15.0,60.0,DepartQueueSize:mean,0.5,0.4666666666666667
422,75.0,20.0,15.0,60.0,DepartQueueWaitingTime:mean,15.0,0.4666666666666667
423,75.0,20.0,15.0,60.0,HoldingQueueSize:mean,0.0,0.4666666666666667
424,75.0,20.0,15.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.4666666666666667
425,75.0,20.0,15.0,60.0,ParkedPlanes:mean,0.5000024999875,0.4666666666666667
426,75.0,20.0,15.0,60.0,Runwayutilization:last,0.46666248895016,0.4666666666666667
427,75.0,20.0,15.0,75.0,AirportResponseTime:mean,110.0,0.4666666666666667
428,75.0,20.0,15.0,75.0,DepartQueueSize:mean,0.5,0.4666666666666667
429,75.0,20.0,15.0,75.0,DepartQueueWaitingTime:mean,0.0,0.4666666666666667
430,75.0,20.0,15.0,75.0,HoldingQueueSize:mean,0.0,0.4666666666666667
431,75.0,20.0,15.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.4666666666666667
432,75.0,20.0,15.0,75.0,ParkedPlanes:mean,0.5000024999875,0.4666666666666667
433,75.0,20.0,15.0,75.0,Runwayutilization:last,0.46666248895016,0.4666666666666667
434,75.0,20.0,15.0,90.0,AirportResponseTime:mean,125.0,0.4666666666666667
435,75.0,20.0,15.0,90.0,DepartQueueSize:mean,0.0,0.4666666666666667
436,75.0,20.0,15.0,90.0,DepartQueueWaitingTime:mean,0.0,0.4666666666666667
437,75.0,20.0,15.0,90.0,HoldingQueueSize:mean,0.0,0.4666666666666667
438,75.0,20.0,15.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.4666666666666667
439,75.0,20.0,15.0,90.0,ParkedPlanes:mean,1.4999975000125,0.4666666666666667
440,75.0,20.0,15.0,90.0,Runwayutilization:last,0.46666155564074,0.4666666666666667
441,75.0,20.0,20.0,60.0,AirportResponseTime:mean,115.0,0.5333333333333333
442,75.0,20.0,20.0,60.0,DepartQueueSize:mean,0.5,0.5333333333333333
443,75.0,20.0,20.0,60.0,DepartQueueWaitingTime:mean,15.0,0.5333333333333333
444,75.0,20.0,20.0,60.0,HoldingQueueSize:mean,0.0,0.5333333333333333
445,75.0,20.0,20.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
446,75.0,20.0,20.0,60.0,ParkedPlanes:mean,0.5000024999875,0.5333333333333333
447,75.0,20.0,20.0,60.0,Runwayutilization:last,0.5333278223067199,0.5333333333333333
448,75.0,20.0,20.0,75.0,AirportResponseTime:mean,115.0,0.5333333333333333
449,75.0,20.0,20.0,75.0,DepartQueueSize:mean,0.5,0.5333333333333333
450,75.0,20.0,20.0,75.0,DepartQueueWaitingTime:mean,0.0,0.5333333333333333
451,75.0,20.0,20.0,75.0,HoldingQueueSize:mean,0.0,0.5333333333333333
452,75.0,20.0,20.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
453,75.0,20.0,20.0,75.0,ParkedPlanes:mean,0.5000024999875,0.5333333333333333
454,75.0,20.0,20.0,75.0,Runwayutilization:last,0.5333278223067199,0.5333333333333333
455,75.0,20.0,20.0,90.0,AirportResponseTime:mean,130.0,0.5333333333333333
456,75.0,20.0,20.0,90.0,DepartQueueSize:mean,0.0,0.5333333333333333
457,75.0,20.0,20.0,90.0,DepartQueueWaitingTime:mean,0.0,0.5333333333333333
458,75.0,20.0,20.0,90.0,HoldingQueueSize:mean,0.0,0.5333333333333333
459,75.0,20.0,20.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
460,75.0,20.0,20.0,90.0,ParkedPlanes:mean,1.4999975000125,0.5333333333333333
461,75.0,20.0,20.0,90.0,Runwayutilization:last,0.53332675566957,0.5333333333333333
462,75.0,20.0,25.0,60.0,AirportResponseTime:mean,120.0,0.6
463,75.0,20.0,25.0,60.0,DepartQueueSize:mean,0.5,0.6
464,75.0,20.0,25.0,60.0,DepartQueueWaitingTime:mean,15.0,0.6
465,75.0,20.0,25.0,60.0,HoldingQueueSize:mean,0.0,0.6
466,75.0,20.0,25.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.6
467,75.0,20.0,25.0,60.0,ParkedPlanes:mean,0.5000024999875,0.6
468,75.0,20.0,25.0,60.0,Runwayutilization:last,0.5999930667776,0.6
469,75.0,20.0,25.0,75.0,AirportResponseTime:mean,120.0,0.6
470,75.0,20.0,25.0,75.0,DepartQueueSize:mean,0.5,0.6
471,75.0,20.0,25.0,75.0,DepartQueueWaitingTime:mean,0.0,0.6
472,75.0,20.0,25.0,75.0,HoldingQueueSize:mean,0.0,0.6
473,75.0,20.0,25.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.6
474,75.0,20.0,25.0,75.0,ParkedPlanes:mean,0.5000024999875,0.6
475,75.0,20.0,25.0,75.0,Runwayutilization:last,0.5999930667776,0.6
476,75.0,20.0,25.0,90.0,AirportResponseTime:mean,135.0,0.6
477,75.0,20.0,25.0,90.0,DepartQueueSize:mean,0.0,0.6
478,75.0,20.0,25.0,90.0,DepartQueueWaitingTime:mean,0.0,0.6
479,75.0,20.0,25.0,90.0,HoldingQueueSize:mean,0.0,0.6
480,75.0,20.0,25.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.6
481,75.0,20.0,25.0,90.0,ParkedPlanes:mean,1.4999975000125,0.6
482,75.0,20.0,25.0,90.0,Runwayutilization:last,0.59999186681306,0.6
483,75.0,20.0,30.0,60.0,AirportResponseTime:mean,125.0,0.6666666666666666
484,75.0,20.0,30.0,60.0,DepartQueueSize:mean,0.5,0.6666666666666666
485,75.0,20.0,30.0,60.0,DepartQueueWaitingTime:mean,15.0,0.6666666666666666
486,75.0,20.0,30.0,60.0,HoldingQueueSize:mean,0.0,0.6666666666666666
487,75.0,20.0,30.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
488,75.0,20.0,30.0,60.0,ParkedPlanes:mean,0.5000024999875,0.6666666666666666
489,75.0,20.0,30.0,60.0,Runwayutilization:last,0.66665822236296,0.6666666666666666
490,75.0,20.0,30.0,75.0,AirportResponseTime:mean,125.0,0.6666666666666666
491,75.0,20.0,30.0,75.0,DepartQueueSize:mean,0.5,0.6666666666666666
492,75.0,20.0,30.0,75.0,DepartQueueWaitingTime:mean,0.0,0.6666666666666666
493,75.0,20.0,30.0,75.0,HoldingQueueSize:mean,0.0,0.6666666666666666
494,75.0,20.0,30.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
495,75.0,20.0,30.0,75.0,ParkedPlanes:mean,0.5000024999875,0.6666666666666666
496,75.0,20.0,30.0,75.0,Runwayutilization:last,0.66665822236296,0.6666666666666666
497,75.0,20.0,30.0,90.0,AirportResponseTime:mean,140.0,0.6666666666666666
498,75.0,20.0,30.0,90.0,DepartQueueSize:mean,0.0,0.6666666666666666
499,75.0,20.0,30.0,90.0,DepartQueueWaitingTime:mean,0.0,0.6666666666666666
500,75.0,20.0,30.0,90.0,HoldingQueueSize:mean,0.0,0.6666666666666666
501,75.0,20.0,30.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
502,75.0,20.0,30.0,90.0,ParkedPlanes:mean,1.4999975000125,0.6666666666666666
503,75.0,20.0,30.0,90.0,Runwayutilization:last,0.6666568890714,0.6666666666666666
504,75.0,25.0,15.0,60.0,AirportResponseTime:mean,115.0,0.5333333333333333
505,75.0,25.0,15.0,60.0,DepartQueueSize:mean,0.5,0.5333333333333333
506,75.0,25.0,15.0,60.0,DepartQueueWaitingTime:mean,15.0,0.5333333333333333
507,75.0,25.0,15.0,60.0,HoldingQueueSize:mean,0.0,0.5333333333333333
508,75.0,25.0,15.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
509,75.0,25.0,15.0,60.0,ParkedPlanes:mean,0.5000024999875,0.5333333333333333
510,75.0,25.0,15.0,60.0,Runwayutilization:last,0.53332848896317,0.5333333333333333
511,75.0,25.0,15.0,75.0,AirportResponseTime:mean,115.0,0.5333333333333333
512,75.0,25.0,15.0,75.0,DepartQueueSize:mean,0.5,0.5333333333333333
513,75.0,25.0,15.0,75.0,DepartQueueWaitingTime:mean,0.0,0.5333333333333333
514,75.0,25.0,15.0,75.0,HoldingQueueSize:mean,0.0,0.5333333333333333
515,75.0,25.0,15.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
516,75.0,25.0,15.0,75.0,ParkedPlanes:mean,0.5000024999875,0.5333333333333333
517,75.0,25.0,15.0,75.0,Runwayutilization:last,0.53332848896317,0.5333333333333333
518,75.0,25.0,15.0,90.0,AirportResponseTime:mean,130.0,0.5333333333333333
519,75.0,25.0,15.0,90.0,DepartQueueSize:mean,0.0,0.5333333333333333
520,75.0,25.0,15.0,90.0,DepartQueueWaitingTime:mean,0.0,0.5333333333333333
521,75.0,25.0,15.0,90.0,HoldingQueueSize:mean,0.0,0.5333333333333333
522,75.0,25.0,15.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.5333333333333333
523,75.0,25.0,15.0,90.0,ParkedPlanes:mean,1.4999975000125,0.5333333333333333
524,75.0,25.0,15.0,90.0,Runwayutilization:last,0.53332742232468,0.5333333333333333
525,75.0,25.0,20.0,60.0,AirportResponseTime:mean,120.0,0.6
526,75.0,25.0,20.0,60.0,DepartQueueSize:mean,0.5,0.6
527,75.0,25.0,20.0,60.0,DepartQueueWaitingTime:mean,15.0,0.6
528,75.0,25.0,20.0,60.0,HoldingQueueSize:mean,0.0,0.6
529,75.0,25.0,20.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.6
530,75.0,25.0,20.0,60.0,ParkedPlanes:mean,0.5000024999875,0.6
531,75.0,25.0,20.0,60.0,Runwayutilization:last,0.5999937334336,0.6
532,75.0,25.0,20.0,75.0,AirportResponseTime:mean,120.0,0.6
533,75.0,25.0,20.0,75.0,DepartQueueSize:mean,0.5,0.6
534,75.0,25.0,20.0,75.0,DepartQueueWaitingTime:mean,0.0,0.6
535,75.0,25.0,20.0,75.0,HoldingQueueSize:mean,0.0,0.6
536,75.0,25.0,20.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.6
537,75.0,25.0,20.0,75.0,ParkedPlanes:mean,0.5000024999875,0.6
538,75.0,25.0,20.0,75.0,Runwayutilization:last,0.5999937334336,0.6
539,75.0,25.0,20.0,90.0,AirportResponseTime:mean,135.0,0.6
540,75.0,25.0,20.0,90.0,DepartQueueSize:mean,0.0,0.6
541,75.0,25.0,20.0,90.0,DepartQueueWaitingTime:mean,0.0,0.6
542,75.0,25.0,20.0,90.0,HoldingQueueSize:mean,0.0,0.6
543,75.0,25.0,20.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.6
544,75.0,25.0,20.0,90.0,ParkedPlanes:mean,1.4999975000125,0.6
545,75.0,25.0,20.0,90.0,Runwayutilization:last,0.59999253346773,0.6
546,75.0,25.0,25.0,60.0,AirportResponseTime:mean,125.0,0.6666666666666666
547,75.0,25.0,25.0,60.0,DepartQueueSize:mean,0.5,0.6666666666666666
548,75.0,25.0,25.0,60.0,DepartQueueWaitingTime:mean,15.0,0.6666666666666666
549,75.0,25.0,25.0,60.0,HoldingQueueSize:mean,0.0,0.6666666666666666
550,75.0,25.0,25.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
551,75.0,25.0,25.0,60.0,ParkedPlanes:mean,0.5000024999875,0.6666666666666666
552,75.0,25.0,25.0,60.0,Runwayutilization:last,0.66665888901852,0.6666666666666666
553,75.0,25.0,25.0,75.0,AirportResponseTime:mean,125.0,0.6666666666666666
554,75.0,25.0,25.0,75.0,DepartQueueSize:mean,0.5,0.6666666666666666
555,75.0,25.0,25.0,75.0,DepartQueueWaitingTime:mean,0.0,0.6666666666666666
556,75.0,25.0,25.0,75.0,HoldingQueueSize:mean,0.0,0.6666666666666666
557,75.0,25.0,25.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
558,75.0,25.0,25.0,75.0,ParkedPlanes:mean,0.5000024999875,0.6666666666666666
559,75.0,25.0,25.0,75.0,Runwayutilization:last,0.66665888901852,0.6666666666666666
560,75.0,25.0,25.0,90.0,AirportResponseTime:mean,140.0,0.6666666666666666
561,75.0,25.0,25.0,90.0,DepartQueueSize:mean,0.0,0.6666666666666666
562,75.0,25.0,25.0,90.0,DepartQueueWaitingTime:mean,0.0,0.6666666666666666
563,75.0,25.0,25.0,90.0,HoldingQueueSize:mean,0.0,0.6666666666666666
564,75.0,25.0,25.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
565,75.0,25.0,25.0,90.0,ParkedPlanes:mean,1.4999975000125,0.6666666666666666
566,75.0,25.0,25.0,90.0,Runwayutilization:last,0.66665755572563,0.6666666666666666
567,75.0,25.0,30.0,60.0,AirportResponseTime:mean,130.0,0.7333333333333333
568,75.0,25.0,30.0,60.0,DepartQueueSize:mean,0.5,0.7333333333333333
569,75.0,25.0,30.0,60.0,DepartQueueWaitingTime:mean,15.0,0.7333333333333333
570,75.0,25.0,30.0,60.0,HoldingQueueSize:mean,0.0,0.7333333333333333
571,75.0,25.0,30.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.7333333333333333
572,75.0,25.0,30.0,60.0,ParkedPlanes:mean,0.5000024999875,0.7333333333333333
573,75.0,25.0,30.0,60.0,Runwayutilization:last,0.7333239557180999,0.7333333333333333
574,75.0,25.0,30.0,75.0,AirportResponseTime:mean,130.0,0.7333333333333333
575,75.0,25.0,30.0,75.0,DepartQueueSize:mean,0.5,0.7333333333333333
576,75.0,25.0,30.0,75.0,DepartQueueWaitingTime:mean,0.0,0.7333333333333333
577,75.0,25.0,30.0,75.0,HoldingQueueSize:mean,0.0,0.7333333333333333
578,75.0,25.0,30.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.7333333333333333
579,75.0,25.0,30.0,75.0,ParkedPlanes:mean,0.5000024999875,0.7333333333333333
580,75.0,25.0,30.0,75.0,Runwayutilization:last,0.7333239557180999,0.7333333333333333
581,75.0,25.0,30.0,90.0,AirportResponseTime:mean,145.0,0.7333333333333333
582,75.0,25.0,30.0,90.0,DepartQueueSize:mean,0.0,0.7333333333333333
583,75.0,25.0,30.0,90.0,DepartQueueWaitingTime:mean,0.0,0.7333333333333333
584,75.0,25.0,30.0,90.0,HoldingQueueSize:mean,0.0,0.7333333333333333
585,75.0,25.0,30.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.7333333333333333
586,75.0,25.0,30.0,90.0,ParkedPlanes:mean,1.4999975000125,0.7333333333333333
587,75.0,25.0,30.0,90.0,Runwayutilization:last,0.7333224890985401,0.7333333333333333
588,75.0,30.0,15.0,60.0,AirportResponseTime:mean,120.0,0.6
589,75.0,30.0,15.0,60.0,DepartQueueSize:mean,0.5,0.6
590,75.0,30.0,15.0,60.0,DepartQueueWaitingTime:mean,15.0,0.6
591,75.0,30.0,15.0,60.0,HoldingQueueSize:mean,0.0,0.6
592,75.0,30.0,15.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.6
593,75.0,30.0,15.0,60.0,ParkedPlanes:mean,0.5000024999875,0.6
594,75.0,30.0,15.0,60.0,Runwayutilization:last,0.5999944000896,0.6
595,75.0,30.0,15.0,75.0,AirportResponseTime:mean,120.0,0.6
596,75.0,30.0,15.0,75.0,DepartQueueSize:mean,0.5,0.6
597,75.0,30.0,15.0,75.0,DepartQueueWaitingTime:mean,0.0,0.6
598,75.0,30.0,15.0,75.0,HoldingQueueSize:mean,0.0,0.6
599,75.0,30.0,15.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.6
600,75.0,30.0,15.0,75.0,ParkedPlanes:mean,0.5000024999875,0.6
601,75.0,30.0,15.0,75.0,Runwayutilization:last,0.5999944000896,0.6
602,75.0,30.0,15.0,90.0,AirportResponseTime:mean,135.0,0.6
603,75.0,30.0,15.0,90.0,DepartQueueSize:mean,0.0,0.6
604,75.0,30.0,15.0,90.0,DepartQueueWaitingTime:mean,0.0,0.6
605,75.0,30.0,15.0,90.0,HoldingQueueSize:mean,0.0,0.6
606,75.0,30.0,15.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.6
607,75.0,30.0,15.0,90.0,ParkedPlanes:mean,1.4999975000125,0.6
608,75.0,30.0,15.0,90.0,Runwayutilization:last,0.5999932001224,0.6
609,75.0,30.0,20.0,60.0,AirportResponseTime:mean,125.0,0.6666666666666666
610,75.0,30.0,20.0,60.0,DepartQueueSize:mean,0.5,0.6666666666666666
611,75.0,30.0,20.0,60.0,DepartQueueWaitingTime:mean,15.0,0.6666666666666666
612,75.0,30.0,20.0,60.0,HoldingQueueSize:mean,0.0,0.6666666666666666
613,75.0,30.0,20.0,60.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
614,75.0,30.0,20.0,60.0,ParkedPlanes:mean,0.5000024999875,0.6666666666666666
615,75.0,30.0,20.0,60.0,Runwayutilization:last,0.66665955567407,0.6666666666666666
616,75.0,30.0,20.0,75.0,AirportResponseTime:mean,125.0,0.6666666666666666
617,75.0,30.0,20.0,75.0,DepartQueueSize:mean,0.5,0.6666666666666666
618,75.0,30.0,20.0,75.0,DepartQueueWaitingTime:mean,0.0,0.6666666666666666
619,75.0,30.0,20.0,75.0,HoldingQueueSize:mean,0.0,0.6666666666666666
620,75.0,30.0,20.0,75.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
621,75.0,30.0,20.0,75.0,ParkedPlanes:mean,0.5000024999875,0.6666666666666666
622,75.0,30.0,20.0,75.0,Runwayutilization:last,0.66665955567407,0.6666666666666666
623,75.0,30.0,20.0,90.0,AirportResponseTime:mean,140.0,0.6666666666666666
624,75.0,30.0,20.0,90.0,DepartQueueSize:mean,0.0,0.6666666666666666
625,75.0,30.0,20.0,90.0,DepartQueueWaitingTime:mean,0.0,0.6666666666666666
626,75.0,30.0,20.0,90.0,HoldingQueueSize:mean,0.0,0.6666666666666666
627,75.0,30.0,20.0,90.0,HoldingQueueWaitingTime:mean,0.0,0.6666666666666666
628,75.0,30.0,20.0,90.0,ParkedPlanes:mean,1.4999975000125,0.6666666666666666
629,75.0,30.0,20.0,90.0,Runwayutilization:last,0.66665822237985,0.6666666666666666
630,75.0,30.0,25.0,60.0,AirportResponseTime:mean,130.0,0.7333333333333333
631,75.0,30.0,25.0,60.0,DepartQueueSize:mean,0.5,0.7333333333333333
632,75.0,30.0,25.0,60.0,DepartQueueWaitingTime:mean,15.0,0.7333333333333333
633,75.0,30.0,25.0,60.0,HoldingQueueSize:mean,0.0,0.7333333333333333
