"","x"
"291",0.0912654
"292",0.842511
"293",0.523753
"294",0.448415
"295",0.14139
"296",0.360566
"297",0.17722
"298",0.0364794
"299",0.0204606
"300",0.13976
"301",0.379825
"302",0.00964002
"303",0.895701
"304",0.209078
"305",0.247591
"306",0.0318606
"307",0.569726
"308",0.285726
"309",0.874993
"310",0.606498
"311",0.726869
"312",0.00840586
"313",0.392104
"314",0.17842
"315",0.176714
"316",0.0745104
"317",0.325743
"318",0.440963
"319",0.0175675
"320",0.200236
"321",0.0441231
"322",0.30277
"323",1.31831
"324",0.295389
"325",0.178509
"326",0.168563
"327",0.0665609
"328",0.554711
"329",0.0180422
"330",0.355637
"331",0.0328163
"332",0.226872
"333",0.164493
"334",0.492268
"335",0.11626
"336",0.22016
"337",0.0597541
"338",0.142954
"339",1.40257
"340",0.192999
"341",0.291221
"342",0.144213
"343",0.0776414
"344",0.272039
"345",0.664716
"346",0.0700528
"347",0.749019
"348",0.313544
"349",0.868334
"350",0.241992
"351",0.0888072
"352",2.11172
"353",0.233577
"354",0.153525
"355",0.731605
"356",0.306447
"357",0.916334
"358",0.0545458
"359",0.429984
"360",0.0372237
"361",0.311422
"362",0.694573
"363",0.154085
"364",0.118858
"365",0.724071
"366",0.157171
"367",0.456972
"368",1.20478
"369",0.595818
"370",0.0487345
"371",0.293598
"372",0.515463
"373",0.380109
"374",0.734461
"375",0.08647
"376",0.235468
"377",0.251651
"378",0.574874
"379",1.0824
"380",1.0621
"381",0.780782
"382",0.125184
"383",0.0643726
"384",0.122195
"385",0.248913
"386",0.454404
"387",0.439595
"388",0.857566
"389",0.244965
"390",0.116884
"391",0.497349
"392",0.0568104
"393",0.0180284
"394",0.328625
"395",0.328116
"396",0.0758725
"397",0.550741
"398",0.108464
"399",1.61335
"400",0.337938
"401",0.187494
"402",0.537956
"403",0.68728
"404",0.121599
"405",1.01576
"406",0.597925
"407",0.147824
"408",0.738945
"409",0.316174
"410",0.148598
"411",0.21571
"412",0.238039
"413",0.155094
"414",0.22063
"415",0.222311
"416",0.0755705
"417",0.230509
"418",0.268606
"419",0.13486
"420",0.14966
"421",0.109452
"422",0.0742869
"423",0.256257
"424",0.238712
"425",0.0168214
"426",0.201066
"427",0.209034
"428",0.0135948
"429",1.2728
"430",0.16823
"431",0.140482
"432",0.217054
"433",0.192946
"434",0.555886
"435",0.433959
"436",0.0330663
"437",0.279924
"438",0.85039
"439",0.524602
"440",0.247279
"441",0.904248
"442",0.126758
"443",1.09665
"444",0.191623
"445",0.281987
"446",0.447763
"447",0.0360173
"448",0.0403266
"449",0.262956
"450",0.307178
"451",0.73568
"452",1.00183
"453",0.172543
"454",0.178942
"455",0.0886594
"456",0.0316813
"457",1.11356
"458",0.0454147
"459",0.0775609
"460",0.294581
"461",0.25702
"462",0.0464269
"463",0.676852
"464",0.0545642
"465",0.682386
"466",0.931067
"467",0.17177
"468",0.979565
"469",1.62562
"470",0.568678
"471",1.31984
"472",0.0788658
"473",0.114191
"474",0.321437
"475",0.486592
"476",0.0885393
"477",0.235947
"478",0.585281
"479",0.247396
"480",0.806721
"481",0.487342
"482",0.0912773
"483",0.329526
"484",0.0974825
"485",0.41591
"486",0.0139324
"487",0.146598
"488",0.0646662
"489",0.318547
"490",0.432373
"491",0.325498
"492",0.0497369
"493",0.0389007
"494",1.00204
"495",0.4229
"496",0.109077
"497",0.204337
"498",0.599245
"499",0.451021
"500",1.94564
"501",0.114509
"502",0.186047
"503",0.74646
"504",0.26158
"505",0.143138
"506",0.230385
"507",0.318319
"508",0.351157
"509",0.562634
"510",0.113165
"511",0.618605
"512",0.171777
"513",0.642374
"514",0.148312
"515",0.055309
"516",0.761108
"517",1.15213
"518",0.317456
"519",0.398692
"520",0.350959
"521",0.240597
"522",0.268945
"523",0.128258
"524",0.195244
"525",0.35304
"526",0.0425974
"527",0.153479
"528",0.588404
"529",0.175435
"530",0.0490862
"531",0.273466
"532",0.108505
"533",0.654383
"534",0.268821
"535",0.606756
"536",0.164072
"537",0.40396
"538",0.0264473
"539",0.141321
"540",0.26358
"541",0.157931
"542",0.420959
"543",0.404949
"544",0.565197
"545",0.138702
"546",1.27864
"547",0.266973
"548",1.81736
"549",0.977629
"550",0.924357
"551",0.504611
"552",1.25509
"553",1.16476
"554",0.015371
"555",0.0831664
"556",0.142227
"557",0.309248
"558",1.13854
"559",0.206855
"560",0.544371
"561",0.0428538
"562",0.0107781
"563",1.06707
"564",0.502603
"565",0.0152046
"566",1.99678
"567",0.0689714
"568",0.582359
"569",1.04577
"570",0.0477764
"571",0.120352
"572",0.345763
"573",0.431882
"574",0.13345
"575",0.125067
"576",0.19595
"577",0.517792
"578",0.282737
"579",0.0761035
"580",0.234154
"581",0.448874
"582",0.127654
"583",0.15009
"584",0.113472
"585",0.289379
"586",0.661765
"587",0.613387
"588",0.317619
"589",0.0918573
"590",0.940097
"591",0.0864915
"592",0.631044
"593",0.960575
"594",0.072928
"595",0.0954965
"596",0.665199
"597",0.0136004
"598",0.295917
"599",0.106733
"600",0.230301
"601",0.518686
"602",0.628977
"603",0.101634
"604",0.266041
"605",0.0651054
"606",0.799079
"607",1.04382
"608",1.81483
"609",0.531202
"610",2.66307
"611",0.241884
"612",0.11512
"613",0.312124
"614",0.518768
"615",0.0822368
"616",0.614184
"617",0.0315007
"618",0.12275
"619",0.489892
"620",0.0567488
"621",0.0375825
"622",0.891142
"623",0.416032
"624",0.39375
"625",0.470045
"626",0.828029
"627",0.217987
"628",1.01596
"629",0.31826
"630",0.0911026
"631",0.19725
"632",0.252777
"633",0.485816
"634",0.263374
"635",0.299655
"636",0.29385
"637",0.186243
"638",0.103007
"639",0.643227
"640",0.471802
"641",0.407573
"642",0.250149
"643",0.846433
"644",0.654734
"645",0.387906
"646",0.0347772
"647",0.326252
"648",2.12777
"649",0.386068
"650",0.619898
"651",0.119487
"652",0.0668102
"653",0.114304
"654",0.640641
"655",0.151094
"656",1.11216
"657",0.529358
"658",0.14953
"659",0.0472556
"660",0.207576
"661",0.0603706
"662",0.908467
"663",0.0991814
"664",0.0757612
"665",0.450891
"666",0.0128914
"667",0.566009
"668",0.550095
"669",0.810986
"670",0.470242
"671",0.202142
"672",1.1089
"673",0.330246
"674",0.540222
"675",0.22951
"676",0.0257993
"677",0.916029
"678",0.148672
"679",0.0600054
"680",0.192063
"681",1.43058
"682",0.252994
"683",0.183739
"684",0.673996
"685",0.359262
"686",1.06786
"687",1.10937
"688",0.301922
"689",0.275828
"690",0.45608
"691",0.0586489
"692",0.181125
"693",0.571575
"694",0.685802
"695",0.986731
"696",0.614581
"697",1.11457
"698",0.417869
"699",0.0270408
"700",1.01104
"701",0.805121
"702",0.271775
"703",0.402203
"704",0.38398
"705",1.12129
"706",0.53599
"707",0.192145
"708",0.32275
"709",0.98391
"710",0.140396
"711",0.00326169
"712",0.247429
"713",0.785153
"714",0.119973
"715",0.306917
"716",0.256448
"717",0.0912525
"718",0.0843278
"719",0.134094
"720",0.0290308
"721",0.900481
"722",0.168404
"723",0.324957
"724",0.00405797
"725",0.596799
"726",0.317897
"727",0.1045
"728",0.0738824
"729",0.228001
"730",0.139171
"731",0.00669104
"732",0.10388
"733",0.352144
"734",0.643677
"735",0.591491
"736",0.725744
"737",0.264433
"738",0.384935
"739",0.658053
"740",0.290619
"741",0.107731
"742",0.0199367
"743",0.288959
"744",1.07704
"745",0.912514
"746",0.174565
"747",0.230768
"748",1.06847
"749",0.263263
"750",0.43269
"751",0.474962
"752",0.263424
"753",0.111853
"754",0.674846
"755",0.259368
"756",0.0497224
"757",0.0199306
"758",0.19506
"759",0.186669
"760",0.0550108
"761",0.00781155
"762",0.160531
"763",0.0890125
"764",0.703753
"765",0.525364
"766",0.147129
"767",0.138544
"768",0.381138
"769",0.287489
"770",0.745479
"771",0.418404
"772",2.4073
"773",0.969419
"774",0.456957
"775",0.245983
"776",0.195308
"777",0.0245008
"778",0.776809
"779",0.226135
"780",0.159352
"781",0.0694991
"782",0.0448643
"783",0.250755
"784",0.130712
"785",0.110681
"786",0.502848
"787",0.212223
"788",0.114032
"789",0.644684
"790",0.431867
"791",0.308074
"792",0.160492
"793",0.268908
"794",0.16669
"795",0.0183733
"796",0.835
"797",2.35421
"798",0.957248
"799",0.61907
"800",0.34572
"801",0.103
"802",0.403557
"803",0.0496985
"804",0.782818
"805",0.73588
"806",1.63681
"807",0.0707063
"808",0.173776
"809",0.128242
"810",0.502353
"811",0.246818
"812",2.27407
"813",0.275476
"814",0.212744
"815",0.150721
"816",0.216992
"817",0.00370187
"818",0.587387
"819",0.115139
"820",1.24655
"821",0.318108
"822",0.20546
"823",0.301781
"824",0.355728
"825",0.0344782
"826",0.338019
"827",0.239845
"828",0.333009
"829",0.12506
"830",0.335189
"831",0.198743
"832",0.840672
"833",0.139631
"834",0.2185
"835",0.97438
"836",0.2983
"837",0.0360517
"838",0.544551
"839",0.919821
"840",0.255409
"841",0.131943
"842",0.0152503
"843",0.410107
"844",0.717133
"845",1.07011
"846",0.972507
"847",0.123693
"848",0.267478
"849",0.191067
"850",0.0528141
"851",0.071079
"852",0.0885825
"853",0.327555
"854",0.12821
"855",0.592356
"856",0.134381
"857",0.743052
"858",0.355418
"859",0.888352
"860",0.24282
"861",0.463357
"862",0.277545
"863",0.583675
"864",0.17223
"865",1.15512
"866",0.0283972
"867",0.326666
"868",0.532564
"869",0.64296
"870",0.340375
"871",0.173247
"872",0.421549
"873",0.241375
"874",0.573217
"875",1.08502
"876",0.20434
"877",0.186648
"878",0.784104
"879",0.102767
"880",0.0881396
"881",0.40047
"882",0.385445
"883",0.382976
"884",3.06203
"885",0.212389
"886",0.142851
"887",0.165432
"888",0.659683
"889",0.218737
"890",1.76259
"891",0.531343
"892",0.0778607
"893",0.858464
"894",0.048157
"895",0.236344
"896",0.984268
"897",0.190039
"898",0.589956
"899",0.147672
"900",0.366758
"901",0.039232
"902",0.10312
"903",0.290813
"904",0.010456
"905",0.395544
"906",0.304803
"907",0.344999
"908",0.0940442
"909",0.479261
"910",0.257277
"911",0.124521
"912",0.596163
"913",0.0185581
"914",0.15143
"915",0.00744318
"916",0.553872
"917",0.0559057
"918",0.0251777
"919",0.371659
"920",0.243836
"921",0.251804
"922",0.121451
"923",0.497203
"924",0.109828
"925",0.297018
"926",1.60543
"927",0.0656384
"928",0.100302
"929",1.26645
"930",0.246277
"931",0.135147
"932",2.37108
"933",1.6176
"934",0.0351525
"935",0.443287
"936",0.135376
"937",0.0163278
"938",0.380139
"939",1.06904
"940",0.858412
"941",0.662328
"942",1.06658
"943",0.643858
"944",1.29937
"945",0.371734
"946",0.0717761
"947",0.84766
"948",0.718758
"949",0.350782
"950",1.54425
"951",0.177686
"952",0.0699618
"953",0.010677
"954",0.0246466
"955",0.147356
"956",0.982129
"957",1.07777
"958",0.102687
"959",0.146889
"960",0.091389
"961",0.140241
"962",0.267956
"963",0.0575055
"964",0.180075
"965",0.273018
"966",0.5285
"967",0.228427
"968",0.145988
"969",0.040849
"970",0.265838
"971",0.0975874
"972",0.323313
"973",0.770908
"974",0.376402
"975",0.413204
"976",0.218847
"977",0.552827
"978",0.0688127
"979",0.102295
"980",0.428528
"981",0.0322512
"982",0.188667
"983",0.556985
"984",0.347275
"985",0.450663
"986",0.258284
"987",0.0330662
"988",0.353621
"989",0.754305
"990",0.0845181
"991",0.0319311
"992",0.043138
"993",0.401643
"994",1.06881
"995",0.782227
"996",0.304202
"997",0.16619
"998",0.0475323
"999",0.320664
"1000",1.59991
"1001",0.0702159
"1002",0.645263
"1003",0.161277
"1004",0.0277817
"1005",0.0262372
"1006",0.157615
"1007",0.67203
"1008",0.00945103
"1009",0.122167
"1010",0.187175
"1011",0.0254149
"1012",0.157579
"1013",0.375788
"1014",0.0580332
"1015",0.106603
"1016",0.249164
"1017",0.418005
"1018",0.947074
"1019",0.0605031
"1020",0.230993
"1021",0.612213
"1022",0.112355
"1023",0.391408
"1024",0.183335
"1025",1.11043
"1026",0.0574393
"1027",0.0226863
"1028",0.374946
"1029",0.187776
"1030",0.691062
"1031",0.6017
"1032",0.0584541
"1033",0.809699
"1034",0.291654
"1035",0.201919
"1036",0.0820406
"1037",0.459279
"1038",1.3492
"1039",1.21404
"1040",0.422965
"1041",0.277443
"1042",0.39023
"1043",0.391709
"1044",0.665374
"1045",0.40131
"1046",0.848153
"1047",0.0960136
"1048",0.413993
"1049",0.160475
"1050",0.0554375
"1051",0.181236
"1052",0.202463
"1053",0.123061
"1054",0.078426
"1055",1.1884
"1056",0.458025
"1057",0.633565
"1058",0.128682
"1059",0.346977
"1060",0.0348985
"1061",0.377662
"1062",0.0859889
"1063",0.114913
"1064",0.228895
"1065",0.244122
"1066",0.139904
"1067",0.034833
"1068",0.171445
"1069",0.923085
"1070",0.470721
"1071",0.751482
"1072",2.13819
"1073",0.161572
"1074",0.807704
"1075",0.853019
"1076",0.383871
"1077",0.308235
"1078",0.0886608
"1079",0.165935
"1080",0.469953
"1081",0.180148
"1082",0.940706
"1083",1.01868
"1084",1.95014
"1085",0.248062
"1086",0.150907
"1087",1.03503
"1088",0.384943
"1089",0.951814
"1090",0.08018
"1091",0.0317061
"1092",0.0891435
"1093",0.130984
"1094",0.424334
"1095",0.259331
"1096",0.191567
"1097",0.0435689
"1098",0.0652717
"1099",0.0913992
"1100",0.537989
"1101",0.97764
"1102",0.0425325
"1103",0.0202115
"1104",0.606336
"1105",0.638473
"1106",0.121719
"1107",0.221845
"1108",1.00112
"1109",0.52252
"1110",0.264975
"1111",0.564043
"1112",0.546283
"1113",0.190692
"1114",0.97985
"1115",1.0702
"1116",0.665725
"1117",0.643328
"1118",0.565769
"1119",0.363414
"1120",0.555384
"1121",0.0473407
"1122",0.953832
"1123",0.0388136
"1124",0.384599
"1125",0.0708948
"1126",0.108271
"1127",0.0255674
"1128",0.0240634
"1129",0.575125
"1130",0.124065
"1131",0.00709424
"1132",0.166355
"1133",0.0691534
"1134",0.0948296
"1135",0.0721834
"1136",0.801537
"1137",0.107781
"1138",0.00778359
"1139",0.175516
"1140",0.157006
"1141",1.05175
"1142",2.03787
"1143",0.0362708
"1144",0.252141
"1145",0.372735
"1146",0.0614157
"1147",0.610013
"1148",1.4287
"1149",0.639931
"1150",0.248587
"1151",0.0740393
"1152",0.381093
"1153",0.456345
"1154",0.0174464
"1155",0.217569
"1156",0.688467
"1157",0.161291
"1158",0.168575
"1159",0.20896
"1160",0.164538
"1161",0.211259
"1162",1.54905
"1163",0.302556
"1164",0.139106
"1165",0.257654
"1166",0.643791
"1167",0.194274
"1168",0.366393
"1169",0.0621886
"1170",0.362882
"1171",0.839518
"1172",0.903078
"1173",0.285443
"1174",0.429856
"1175",1.09819
"1176",0.0820958
"1177",0.389794
"1178",0.178216
"1179",0.126211
"1180",0.999869
"1181",2.14925
"1182",0.225371
"1183",1.10279
"1184",0.238932
"1185",0.326224
"1186",0.267502
"1187",0.0718197
"1188",0.0637471
"1189",0.225007
"1190",0.468169
"1191",0.208077
"1192",1.00012
"1193",0.03231
"1194",0.40378
"1195",0.358308
"1196",0.151274
"1197",0.454097
"1198",0.302347
"1199",0.295908
"1200",0.355904
"1201",1.23535
"1202",0.035218
"1203",0.211606
"1204",0.37338
"1205",1.45274
"1206",0.658172
"1207",0.9051
"1208",0.0981329
"1209",0.016559
"1210",0.178744
"1211",0.0601908
"1212",1.76565
"1213",0.62304
"1214",0.0567502
"1215",0.386673
"1216",0.377835
"1217",0.489303
"1218",1.02031
"1219",0.286371
"1220",0.1228
"1221",0.0531474
"1222",0.510057
"1223",0.148883
"1224",0.816366
"1225",0.420892
"1226",0.987897
"1227",0.230194
"1228",0.0917328
"1229",0.129633
"1230",1.35982
"1231",1.1339
"1232",0.0592484
"1233",0.115042
"1234",0.553238
"1235",0.611891
"1236",0.401668
"1237",0.219764
"1238",0.897157
"1239",0.238276
"1240",0.30219
"1241",0.167684
"1242",1.04484
"1243",0.068806
"1244",0.244187
"1245",1.08174
"1246",0.123611
"1247",0.197401
"1248",0.073229
"1249",0.801261
"1250",0.0781028
"1251",0.240681
"1252",0.25102
"1253",0.766106
"1254",0.81346
"1255",1.23016
"1256",0.413147
"1257",0.0334232
"1258",0.491485
"1259",0.0392572
"1260",0.377596
"1261",0.755642
"1262",0.647009
"1263",0.373626
"1264",0.291062
"1265",0.352223
"1266",0.227935
"1267",0.177703
"1268",0.0321317
"1269",0.117442
"1270",0.0915114
"1271",0.23308
"1272",0.260692
"1273",0.435415
"1274",0.0131008
"1275",0.244703
"1276",0.15635
"1277",0.0308672
"1278",1.66705
"1279",0.565147
"1280",0.314747
"1281",0.51816
"1282",0.0059658
"1283",0.429529
"1284",0.00847525
"1285",0.440711
"1286",0.119275
"1287",0.401512
"1288",0.349477
"1289",0.166438
"1290",0.0312708
"1291",0.0126088
"1292",0.227332
"1293",0.0890821
"1294",0.243121
"1295",0.725113
"1296",0.255838
"1297",0.114638
"1298",0.797634
"1299",1.14503
"1300",0.0706782
"1301",0.288018
"1302",0.91397
"1303",1.02715
"1304",0.0864391
"1305",0.280484
"1306",0.232723
"1307",0.0939105
"1308",0.737206
"1309",1.54159
"1310",0.0543139
"1311",0.57441
"1312",1.09283
"1313",0.271876
"1314",0.596625
"1315",0.549488
"1316",0.0664279
"1317",0.311611
"1318",0.782407
"1319",0.167534
"1320",0.273782
"1321",0.900638
"1322",0.339455
"1323",0.277275
"1324",0.137953
"1325",0.0104912
"1326",0.0933358
"1327",0.0966095
"1328",1.09989
"1329",0.0486591
"1330",0.144524
"1331",0.0510403
"1332",0.838674
"1333",0.15569
"1334",0.0963939
"1335",0.0413259
"1336",0.260019
"1337",1.17876
"1338",0.675546
"1339",0.0406488
"1340",0.420224
"1341",0.0251817
"1342",0.376523
"1343",0.17035
"1344",0.101024
"1345",0.159757
"1346",1.22395
"1347",0.829927
"1348",0.0569953
"1349",1.66029
"1350",0.0263822
"1351",0.182218
"1352",0.526272
"1353",0.410735
"1354",0.574234
"1355",0.318355
"1356",0.17486
"1357",0.500579
"1358",0.547784
"1359",1.68557
"1360",0.370349
"1361",0.232727
"1362",0.529758
"1363",1.45141
"1364",0.133973
"1365",0.285378
"1366",0.117349
"1367",0.0891763
"1368",0.0458187
"1369",0.366687
"1370",0.0107087
"1371",0.239149
"1372",0.588051
"1373",0.97107
"1374",1.47307
"1375",0.92942
"1376",0.46106
"1377",0.181115
"1378",0.456649
"1379",0.122835
"1380",0.0373564
"1381",0.158263
"1382",0.157667
"1383",0.0730786
"1384",0.362066
"1385",0.505038
"1386",0.0850797
"1387",0.101169
"1388",0.313986
"1389",0.0775495
"1390",0.0101946
"1391",0.189314
"1392",0.087183
"1393",0.231709
"1394",1.39686
"1395",0.0767164
"1396",0.415166
"1397",0.756229
"1398",0.0847417
"1399",0.0108546
"1400",0.0076029
"1401",0.028362
"1402",0.121359
"1403",0.891723
"1404",0.301622
"1405",0.463057
"1406",0.892338
"1407",0.0440929
"1408",0.45196
"1409",0.0261961
"1410",0.394811
"1411",2.87166
"1412",0.290809
"1413",0.185466
"1414",0.653309
"1415",0.788554
"1416",0.100043
"1417",0.177103
"1418",0.0653141
"1419",0.00432393
"1420",0.392194
"1421",0.159755
"1422",0.367988
"1423",1.47262
"1424",0.479281
"1425",0.411549
"1426",0.323351
"1427",0.368988
"1428",0.909298
"1429",1.32837
"1430",0.0101245
"1431",0.839491
"1432",0.285205
"1433",0.193761
"1434",0.00269159
"1435",0.248603
"1436",0.24496
"1437",0.239379
"1438",0.243945
"1439",0.52205
"1440",0.229035
"1441",0.675207
"1442",0.190718
"1443",0.477943
"1444",0.0187674
"1445",0.340149
"1446",1.65057
"1447",0.438583
"1448",0.204694
"1449",0.0368697
"1450",0.121717
"1451",0.0734926
"1452",0.394434
"1453",0.257521
"1454",0.104301
"1455",0.676267
"1456",0.211403
"1457",0.350269
"1458",0.352423
"1459",0.61672
"1460",0.354284
"1461",0.0175243
"1462",0.144462
"1463",0.155098
"1464",0.310954
"1465",0.125952
"1466",0.43574
"1467",0.37796
"1468",0.547853
"1469",1.98958
"1470",0.240094
"1471",0.166476
"1472",0.349933
"1473",0.417767
"1474",0.229556
"1475",0.243644
"1476",0.537626
"1477",0.442161
"1478",0.179978
"1479",0.599364
"1480",1.172
"1481",0.344531
"1482",0.393278
"1483",0.721457
"1484",0.0530848
"1485",0.147309
"1486",0.301379
"1487",0.157652
"1488",0.466995
"1489",0.133265
"1490",0.0525893
"1491",1.2157
"1492",0.0128528
"1493",0.279327
"1494",0.159667
"1495",0.980549
"1496",0.231673
"1497",1.08583
"1498",0.240821
"1499",0.260899
"1500",0.0666988
"1501",0.0442859
"1502",0.0447122
"1503",0.0776948
"1504",0.597688
"1505",0.460456
"1506",0.646664
"1507",0.700615
"1508",0.112173
"1509",0.168026
"1510",0.84211
"1511",1.32648
"1512",0.137087
"1513",1.24233
"1514",0.201781
"1515",0.936313
"1516",0.658551
"1517",0.155515
"1518",1.01205
"1519",0.448898
"1520",0.0588662
"1521",0.771469
"1522",0.0983156
"1523",0.38391
"1524",0.0384595
"1525",1.02569
"1526",0.0446913
"1527",0.778147
"1528",0.21277
"1529",0.210652
"1530",0.203841
"1531",0.794256
"1532",0.4486
"1533",1.69702
"1534",0.0520394
"1535",0.37586
"1536",0.0660132
"1537",1.16613
"1538",0.206312
"1539",0.14124
"1540",0.108458
"1541",0.0416738
"1542",2.02428
"1543",0.90241
"1544",0.0507591
"1545",0.420149
"1546",0.634511
"1547",1.17871
"1548",1.29132
"1549",0.372772
"1550",0.480615
"1551",2.0975
"1552",0.134331
"1553",0.25603
"1554",0.126895
"1555",0.0466809
"1556",0.203145
"1557",0.25676
"1558",0.83559
"1559",0.0195114
"1560",0.0836754
"1561",0.247787
"1562",0.275462
"1563",0.363732
"1564",0.143713
"1565",0.419918
"1566",0.113723
"1567",0.269834
"1568",0.242844
"1569",0.136011
"1570",0.436787
"1571",0.0184145
"1572",1.44349
"1573",0.250853
"1574",0.195661
"1575",1.71958
"1576",0.196495
"1577",0.306887
"1578",0.461434
"1579",0.61252
"1580",0.457832
"1581",0.182061
"1582",0.0985656
"1583",0.07109
"1584",0.205199
"1585",0.711686
"1586",0.465514
"1587",0.0914845
"1588",0.662045
"1589",0.35683
"1590",0.695558
"1591",0.344743
"1592",0.0500926
"1593",0.465741
"1594",0.0343628
"1595",0.156125
"1596",0.687319
"1597",0.102719
"1598",0.0509417
"1599",0.365852
"1600",0.35271
"1601",2.68373
"1602",0.297843
"1603",0.28793
"1604",0.062528
"1605",0.681951
"1606",0.511124
"1607",0.112791
"1608",0.337613
"1609",0.0111534
"1610",0.381954
"1611",0.0472048
"1612",0.455246
"1613",0.194543
"1614",0.124598
"1615",0.0938348
"1616",0.210871
"1617",0.111911
"1618",0.242099
"1619",0.53101
"1620",0.564549
"1621",0.617602
"1622",0.157057
"1623",0.406797
"1624",0.329741
"1625",0.947829
"1626",0.516517
"1627",0.0317154
"1628",0.185349
"1629",0.387665
"1630",0.270059
"1631",0.407748
