,name,Mean,Std,expectedSampleWidth
0,AirportResponseTime:vector,196.8392632195,136.569297460553,184.917865233254
1,DepartQueueSize:vector,1.030121829347449,1.3133586130945003,624.4327236024047
2,DepartQueueWaitingTime:vector,39.3009577025,57.414073915244025,819.8353548530756
3,HoldingQueueSize:vector,1.0422976361448093,1.3270991906208813,622.7581861009073
4,HoldingQueueWaitingTime:vector,39.72795457729718,57.74341083493446,811.5375842409096
5,ParkedPlanes:vector,1.5234434123624587,1.1243723679951725,209.2492238663325
