time,BaseNetwork.server.aggregator(timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector);timetoserial(responseTimeStats:vector))
6218,0.100704
6219,0.112202
6220,0.127476
6221,0.130351
6222,0.103316
6223,0.104774
6224,0.110849
6225,0.110289
6226,0.0985699
6227,0.105553
6228,0.115538
6229,0.102738
6230,0.105216
6231,0.10765
6232,0.121213
6233,0.144587
6234,0.141491
6235,0.133575
6236,0.134133
6237,0.125715
6238,0.119687
6239,0.142032
6240,0.128083
6241,0.141731
6242,0.113582
6243,0.0980905
6244,0.118531
6245,0.15597
6246,0.145089
6247,0.128538
6248,0.127302
6249,0.153781
6250,0.154009
6251,0.127257
6252,0.114341
6253,0.132143
6254,0.140167
6255,0.138997
6256,0.119315
6257,0.14101
6258,0.130431
6259,0.138581
6260,0.14298
6261,0.144498
6262,0.132542
6263,0.137902
6264,0.136061
6265,0.165209
6266,0.167165
6267,0.142337
6268,0.133686
6269,0.136595
6270,0.127311
6271,0.121114
6272,0.128089
6273,0.119103
6274,0.137374
6275,0.142713
6276,0.139098
6277,0.14134
6278,0.128607
6279,0.138179
6280,0.121895
6281,0.128381
6282,0.116356
6283,0.117317
6284,0.116123
6285,0.120242
6286,0.120308
6287,0.131988
6288,0.124349
6289,0.137804
6290,0.139474
6291,0.148281
6292,0.166217
6293,0.13839
6294,0.125301
6295,0.105926
6296,0.112168
6297,0.0983925
6298,0.103417
6299,0.0798139
6300,0.10965
6301,0.123949
6302,0.0995144
6303,0.0993688
6304,0.112617
6305,0.0997307
6306,0.103508
6307,0.135962
6308,0.137548
6309,0.151703
6310,0.152671
6311,0.144673
6312,0.156815
6313,0.16086
6314,0.163073
6315,0.167994
6316,0.149312
6317,0.15127
6318,0.13629
6319,0.149463
6320,0.137694
6321,0.1519
6322,0.145501
6323,0.143738
6324,0.127575
6325,0.137529
6326,0.138948
6327,0.147743
6328,0.153838
6329,0.152609
6330,0.185476
6331,0.180312
6332,0.183981
6333,0.172517
6334,0.150466
6335,0.131201
6336,0.133082
6337,0.144359
6338,0.139499
6339,0.116825
6340,0.11639
6341,0.106245
6342,0.0986878
6343,0.114542
6344,0.107982
6345,0.125667
6346,0.124346
6347,0.101906
6348,0.106413
6349,0.112198
6350,0.105974
6351,0.095705
6352,0.0884697
6353,0.0917147
6354,0.10361
6355,0.127492
6356,0.109636
6357,0.102242
6358,0.114332
6359,0.1111
6360,0.109099
6361,0.109402
6362,0.0951982
6363,0.136937
6364,0.136285
6365,0.125715
6366,0.11455
6367,0.142079
6368,0.13391
6369,0.130727
6370,0.112384
6371,0.118427
6372,0.124926
6373,0.12924
6374,0.112069
6375,0.0983456
6376,0.105995
6377,0.113853
6378,0.0996693
6379,0.113381
6380,0.110771
6381,0.112895
6382,0.114733
6383,0.109415
6384,0.125687
6385,0.1137
6386,0.126382
6387,0.113641
6388,0.0958406
6389,0.125753
6390,0.123169
6391,0.105186
6392,0.106031
6393,0.106987
6394,0.092294
6395,0.100901
6396,0.108009
6397,0.105495
6398,0.106507
6399,0.0978837
6400,0.0842897
6401,0.0827706
6402,0.0751662
6403,0.0866388
6404,0.0901851
6405,0.0924498
6406,0.10135
6407,0.150982
6408,0.142616
6409,0.156894
6410,0.146581
6411,0.121711
6412,0.128864
6413,0.0855972
6414,0.116402
6415,0.104852
6416,0.0849199
6417,0.0860473
6418,0.107004
6419,0.0953741
6420,0.102153
6421,0.12391
6422,0.116415
6423,0.136876
6424,0.118711
6425,0.136776
6426,0.124885
6427,0.128609
6428,0.12938
6429,0.108418
6430,0.101325
6431,0.0853601
6432,0.101782
6433,0.106168
6434,0.107443
6435,0.1225
6436,0.141545
6437,0.14166
6438,0.135071
6439,0.132636
6440,0.129094
6441,0.106038
6442,0.119041
6443,0.102292
6444,0.0973214
6445,0.0928629
6446,0.0920795
6447,0.0994317
6448,0.095256
6449,0.124459
6450,0.128284
6451,0.166432
6452,0.153102
6453,0.161519
6454,0.192883
6455,0.173056
6456,0.166557
6457,0.168985
6458,0.168734
6459,0.165026
6460,0.151912
6461,0.142044
6462,0.132579
6463,0.134997
6464,0.140533
6465,0.126814
6466,0.135081
6467,0.128148
6468,0.14324
6469,0.112418
6470,0.0988185
6471,0.109078
6472,0.113879
6473,0.10808
6474,0.109981
6475,0.112793
6476,0.103371
6477,0.116798
6478,0.100493
6479,0.0809009
6480,0.0801631
6481,0.0817392
6482,0.126641
6483,0.161857
6484,0.14182
6485,0.152881
6486,0.132803
6487,0.144374
6488,0.136231
6489,0.134058
6490,0.135103
6491,0.124482
6492,0.132325
6493,0.109968
6494,0.101754
6495,0.123019
6496,0.132275
6497,0.150078
6498,0.148408
6499,0.137419
6500,0.170325
6501,0.166054
6502,0.144149
6503,0.157671
6504,0.18331
6505,0.16367
6506,0.158325
6507,0.143761
6508,0.169705
6509,0.145883
6510,0.135644
6511,0.145267
6512,0.14337
6513,0.130967
6514,0.128256
6515,0.17331
6516,0.160907
6517,0.151295
6518,0.159613
6519,0.172358
6520,0.16328
6521,0.152359
6522,0.143995
6523,0.15826
6524,0.12757
6525,0.130809
6526,0.130686
6527,0.122074
6528,0.129156
6529,0.11828
6530,0.102041
6531,0.0917326
6532,0.104713
6533,0.114143
6534,0.112089
6535,0.106376
6536,0.113155
6537,0.109029
6538,0.114391
6539,0.100387
6540,0.101532
6541,0.114752
6542,0.101205
6543,0.109395
6544,0.0914434
6545,0.0871517
6546,0.0897028
6547,0.0856541
6548,0.0976944
6549,0.0876993
6550,0.0842574
6551,0.0879992
6552,0.0681168
6553,0.0531775
6554,0.0578654
6555,0.0624518
6556,0.0797967
6557,0.0877312
6558,0.0786695
6559,0.0867229
6560,0.0849603
6561,0.0841939
6562,0.0994029
6563,0.0903042
6564,0.0889356
6565,0.102763
6566,0.0970208
6567,0.0956182
6568,0.0921523
6569,0.107425
6570,0.103538
6571,0.0870502
6572,0.0887157
6573,0.11721
6574,0.0816019
6575,0.0811519
6576,0.0630749
6577,0.056924
6578,0.0492322
6579,0.0442643
6580,0.0530411
6581,0.0706175
6582,0.059657
6583,0.0648276
6584,0.0912673
6585,0.112252
6586,0.105039
6587,0.0995968
6588,0.0947554
6589,0.0822305
6590,0.0923482
6591,0.0981274
6592,0.0961294
6593,0.109985
6594,0.100706
6595,0.0958602
6596,0.082632
6597,0.101139
6598,0.113412
6599,0.0985847
6600,0.117187
6601,0.108439
6602,0.101176
6603,0.105855
6604,0.100955
6605,0.0875163
6606,0.0909918
6607,0.0904605
6608,0.102503
6609,0.0984518
6610,0.0922371
6611,0.0958941
6612,0.090502
6613,0.0835344
6614,0.0974577
6615,0.0980619
6616,0.11077
6617,0.0927007
6618,0.0848595
6619,0.0804618
6620,0.0911012
6621,0.0827352
6622,0.0737746
6623,0.0566691
6624,0.0706031
6625,0.0747387
6626,0.0776578
6627,0.0643563
6628,0.073505
6629,0.0658329
6630,0.0753121
6631,0.0695019
6632,0.089716
6633,0.0898067
6634,0.0937478
6635,0.132325
6636,0.134956
6637,0.123325
6638,0.12084
6639,0.133154
6640,0.140749
6641,0.115816
6642,0.12245
6643,0.112947
6644,0.106521
6645,0.109126
6646,0.0999138
6647,0.0868051
6648,0.0861379
6649,0.0804611
6650,0.0787304
6651,0.0779999
6652,0.0662771
6653,0.0526012
6654,0.0593181
6655,0.0569144
6656,0.0751459
6657,0.0810373
6658,0.0754185
6659,0.0748632
6660,0.0816239
6661,0.0918608
6662,0.0989736
6663,0.100479
6664,0.112499
6665,0.128698
6666,0.123757
6667,0.103216
6668,0.0873012
6669,0.0806676
6670,0.0607204
6671,0.0660161
6672,0.0762422
6673,0.0885342
6674,0.0859442
6675,0.0837447
6676,0.0836579
6677,0.0847372
6678,0.0659742
6679,0.0734649
6680,0.0906165
6681,0.0986809
6682,0.106812
6683,0.10984
6684,0.106565
6685,0.0966295
6686,0.115582
6687,0.114544
6688,0.187023
6689,0.169542
6690,0.189727
6691,0.180665
6692,0.157717
6693,0.132703
6694,0.150749
6695,0.135999
6696,0.16737
6697,0.152007
6698,0.151245
6699,0.142917
6700,0.133981
6701,0.120746
6702,0.120938
6703,0.137211
6704,0.144013
6705,0.13748
6706,0.147488
6707,0.150121
6708,0.167826
6709,0.148727
6710,0.132504
6711,0.140087
6712,0.13366
6713,0.133622
6714,0.133443
6715,0.147695
6716,0.137659
6717,0.118512
6718,0.162138
6719,0.166378
6720,0.170822
6721,0.166083
6722,0.153334
6723,0.137358
6724,0.130103
6725,0.122557
6726,0.092272
6727,0.0856419
6728,0.0847644
6729,0.0910495
6730,0.0926924
6731,0.0809612
6732,0.0591311
6733,0.0739944
6734,0.0876026
6735,0.0877553
6736,0.0786285
6737,0.0879872
6738,0.124477
6739,0.133519
6740,0.14167
6741,0.119084
6742,0.0823864
6743,0.07945
6744,0.0739308
6745,0.073328
6746,0.0518522
6747,0.0605998
6748,0.074155
6749,0.0773131
6750,0.0708682
6751,0.0824039
6752,0.0647919
6753,0.080202
6754,0.0864608
6755,0.0656441
6756,0.053146
6757,0.0665486
6758,0.0642643
6759,0.078489
6760,0.0626594
6761,0.0631783
6762,0.0741973
6763,0.0862619
6764,0.0797701
6765,0.101185
6766,0.105938
6767,0.0959358
6768,0.0888805
6769,0.0898165
6770,0.0887493
6771,0.064844
6772,0.0692372
6773,0.065293
6774,0.0731354
6775,0.0668996
6776,0.0906839
6777,0.0910109
6778,0.0836668
6779,0.0978588
6780,0.109938
6781,0.088012
6782,0.0948083
6783,0.0896883
6784,0.128075
6785,0.114286
6786,0.121209
6787,0.124798
6788,0.158467
6789,0.150903
6790,0.148004
6791,0.138011
6792,0.147611
6793,0.15704
6794,0.185947
6795,0.170537
6796,0.156944
6797,0.15272
6798,0.147553
6799,0.158593
6800,0.141379
6801,0.133343
6802,0.115523
6803,0.14295
6804,0.15382
6805,0.160814
6806,0.149486
6807,0.132422
6808,0.150543
6809,0.148232
6810,0.134398
6811,0.11533
6812,0.123798
6813,0.121086
6814,0.137457
6815,0.135755
6816,0.148399
6817,0.125328
6818,0.118812
6819,0.10493
6820,0.118804
6821,0.1033
6822,0.122475
6823,0.114673
6824,0.104636
6825,0.106135
6826,0.111332
6827,0.110848
6828,0.106466
6829,0.157843
6830,0.161235
6831,0.169891
6832,0.145704
6833,0.138295
6834,0.144536
6835,0.14236
6836,0.127008
6837,0.147164
6838,0.128788
6839,0.128822
6840,0.0932855
6841,0.110315
6842,0.107181
6843,0.112764
6844,0.105001
6845,0.118178
6846,0.131262
6847,0.133271
6848,0.117791
6849,0.12332
6850,0.137902
6851,0.118556
6852,0.10795
6853,0.100843
6854,0.118978
6855,0.106378
6856,0.103752
6857,0.0931126
6858,0.106508
6859,0.1029
6860,0.117309
6861,0.0993158
6862,0.102487
6863,0.0980881
6864,0.101139
6865,0.10874
6866,0.114153
6867,0.109405
6868,0.0992969
6869,0.0705969
6870,0.0824181
6871,0.0901896
6872,0.0764001
6873,0.072787
6874,0.064971
6875,0.0590851
6876,0.0739762
6877,0.0948594
6878,0.0826577
6879,0.0745326
6880,0.0585017
6881,0.0631837
6882,0.088253
6883,0.0831234
6884,0.0726652
6885,0.0866666
6886,0.0904531
6887,0.0779236
6888,0.0729916
6889,0.0840639
6890,0.0861629
6891,0.100184
6892,0.101341
6893,0.105268
6894,0.093293
6895,0.119228
6896,0.114132
6897,0.104788
6898,0.102995
6899,0.0998243
6900,0.0902047
6901,0.109933
6902,0.105901
6903,0.113421
6904,0.104079
6905,0.0908665
6906,0.0940855
6907,0.0882023
6908,0.0986585
6909,0.094009
6910,0.0869009
6911,0.107789
6912,0.102219
6913,0.0893476
6914,0.108253
6915,0.1124
6916,0.0887339
6917,0.123665
6918,0.115044
6919,0.143628
6920,0.128921
6921,0.135315
6922,0.12784
6923,0.123493
6924,0.140578
6925,0.139161
6926,0.120545
6927,0.138288
6928,0.127961
6929,0.123851
6930,0.12224
6931,0.135586
6932,0.140038
6933,0.148953
6934,0.131148
6935,0.165853
6936,0.168533
6937,0.156303
6938,0.171092
6939,0.129712
6940,0.150069
6941,0.164234
6942,0.181825
6943,0.170803
6944,0.135575
6945,0.132237
6946,0.137039
6947,0.159696
6948,0.145811
6949,0.13529
6950,0.152392
6951,0.127376
6952,0.13622
6953,0.142027
6954,0.131753
6955,0.143695
6956,0.133345
6957,0.156655
6958,0.15555
6959,0.126594
6960,0.121824
6961,0.122704
6962,0.135584
6963,0.119233
6964,0.112638
6965,0.130233
6966,0.129853
6967,0.114675
6968,0.115849
6969,0.118428
6970,0.148774
6971,0.141517
6972,0.134691
6973,0.116016
6974,0.110154
6975,0.123411
6976,0.125314
6977,0.10747
6978,0.118131
6979,0.124979
6980,0.107593
6981,0.102259
6982,0.0917774
6983,0.0995089
6984,0.109112
6985,0.109515
6986,0.11848
6987,0.122474
6988,0.140911
6989,0.133017
6990,0.134693
6991,0.125035
6992,0.138646
6993,0.141642
6994,0.18308
6995,0.179531
6996,0.164636
6997,0.166429
6998,0.167369
6999,0.162792
7000,0.172218
7001,0.180516
7002,0.217124
7003,0.239159
7004,0.246119
7005,0.237789
7006,0.202892
7007,0.190489
7008,0.159681
7009,0.157747
7010,0.147378
7011,0.146929
7012,0.172211
7013,0.167621
7014,0.151354
7015,0.163299
7016,0.150817
7017,0.169397
7018,0.163227
7019,0.132006
7020,0.116713
7021,0.127479
7022,0.112139
7023,0.112035
7024,0.109882
7025,0.105539
7026,0.0924839
7027,0.0873746
7028,0.0846461
7029,0.075608
7030,0.0952749
7031,0.0949359
7032,0.0821598
7033,0.0903346
7034,0.094667
7035,0.0873752
7036,0.107001
7037,0.113933
7038,0.12201
7039,0.119691
7040,0.0916385
7041,0.111615
7042,0.100826
7043,0.122624
7044,0.117216
7045,0.122321
7046,0.120953
7047,0.093089
7048,0.081938
7049,0.0566458
7050,0.050744
7051,0.0620841
7052,0.0658914
7053,0.0815172
7054,0.0992096
7055,0.0991347
7056,0.0914024
7057,0.131201
7058,0.0971108
7059,0.100437
7060,0.109922
7061,0.119975
7062,0.117919
7063,0.113153
7064,0.104998
7065,0.115237
7066,0.114964
7067,0.094599
7068,0.114931
7069,0.112294
7070,0.102061
7071,0.0970223
7072,0.114264
7073,0.111449
7074,0.127618
7075,0.12606
7076,0.152793
7077,0.137148
7078,0.149382
7079,0.132625
7080,0.123673
7081,0.126096
7082,0.114283
7083,0.140465
7084,0.130659
7085,0.128198
7086,0.123024
7087,0.116827
7088,0.107436
7089,0.0947295
7090,0.0972087
7091,0.0973168
7092,0.0857841
7093,0.0824869
7094,0.090774
7095,0.0913068
7096,0.104512
7097,0.0998839
7098,0.0946963
7099,0.102663
7100,0.0970812
7101,0.0893738
7102,0.0918527
7103,0.0882881
7104,0.122804
7105,0.118492
7106,0.0844
7107,0.0892288
7108,0.0963994
7109,0.08183
7110,0.095662
7111,0.0909932
7112,0.0876363
7113,0.123367
7114,0.123803
7115,0.126794
7116,0.110869
7117,0.107057
7118,0.163035
7119,0.168691
7120,0.154121
7121,0.144385
7122,0.141848
7123,0.142477
7124,0.165818
7125,0.1464
7126,0.187696
7127,0.176956
7128,0.16892
7129,0.168808
7130,0.170618
7131,0.142542
7132,0.119812
7133,0.117431
7134,0.141798
7135,0.128747
7136,0.121519
7137,0.118328
7138,0.115443
7139,0.129211
7140,0.132401
7141,0.115094
7142,0.128747
7143,0.111164
7144,0.0963875
7145,0.109997
7146,0.0970614
7147,0.0993046
7148,0.149474
7149,0.150356
7150,0.144803
7151,0.148131
7152,0.146578
7153,0.156777
7154,0.127726
7155,0.117682
7156,0.113131
7157,0.105736
7158,0.109062
7159,0.105021
7160,0.117502
7161,0.0929324
7162,0.119594
7163,0.0971483
7164,0.101258
7165,0.0960686
7166,0.111725
7167,0.119125
7168,0.112529
7169,0.118429
7170,0.118171
7171,0.141927
7172,0.127053
7173,0.13477
7174,0.145306
7175,0.125822
7176,0.145523
7177,0.120335
7178,0.120071
7179,0.116739
7180,0.129223
7181,0.114476
7182,0.123828
7183,0.101326
7184,0.101674
7185,0.103294
7186,0.0942727
7187,0.106615
7188,0.0990858
7189,0.112308
7190,0.133303
7191,0.144101
7192,0.150832
7193,0.152396
7194,0.145306
7195,0.145462
7196,0.152365
7197,0.129116
7198,0.122189
7199,0.162537
7200,0.153552
7201,0.144698
7202,0.138095
7203,0.149338
7204,0.143036
7205,0.146438
7206,0.146353
7207,0.168472
7208,0.162853
7209,0.166195
7210,0.151233
7211,0.155797
7212,0.140981
7213,0.125913
7214,0.124411
7215,0.112934
7216,0.109627
7217,0.118762
7218,0.111527
7219,0.129711
7220,0.131998
7221,0.132613
7222,0.126409
7223,0.108558
7224,0.0946612
7225,0.0939298
7226,0.110828
7227,0.102168
7228,0.0969187
7229,0.0980314
7230,0.0947231
7231,0.0893384
7232,0.116798
7233,0.118978
7234,0.140044
7235,0.131699
7236,0.141596
7237,0.146489
7238,0.154053
7239,0.145993
7240,0.165487
7241,0.161531
7242,0.159789
7243,0.131686
7244,0.148785
7245,0.155868
7246,0.168889
7247,0.160053
7248,0.139047
7249,0.131929
7250,0.12352
7251,0.11875
7252,0.133605
7253,0.138458
7254,0.142477
7255,0.144493
7256,0.147239
7257,0.151016
7258,0.148716
7259,0.137658
7260,0.138529
7261,0.135584
7262,0.130553
7263,0.122857
7264,0.119313
7265,0.139941
7266,0.149905
7267,0.158231
7268,0.161083
7269,0.168649
7270,0.171441
7271,0.172108
7272,0.178563
7273,0.185105
7274,0.18599
7275,0.175643
7276,0.184692
7277,0.148429
7278,0.142412
7279,0.149744
7280,0.140326
7281,0.160768
7282,0.163611
7283,0.158812
7284,0.13754
7285,0.156175
7286,0.145669
7287,0.146322
7288,0.12148
7289,0.107768
7290,0.11647
7291,0.104852
7292,0.0998211
7293,0.0981696
7294,0.0952463
7295,0.0921979
7296,0.109428
7297,0.0930081
7298,0.0884665
7299,0.109106
7300,0.0973906
7301,0.0945961
7302,0.105002
7303,0.101305
7304,0.123474
7305,0.130376
7306,0.133843
7307,0.112458
7308,0.117529
7309,0.100298
7310,0.084021
7311,0.097827
7312,0.0846783
7313,0.0960528
7314,0.0945014
7315,0.0856843
7316,0.074081
7317,0.0753086
7318,0.0933229
7319,0.0904952
7320,0.100395
7321,0.0909121
7322,0.0999963
7323,0.113145
7324,0.0930789
7325,0.0717533
7326,0.0795842
7327,0.076903
7328,0.0910478
7329,0.0801275
7330,0.102865
7331,0.0941239
7332,0.091352
7333,0.0714884
7334,0.0782756
7335,0.0621862
7336,0.088362
7337,0.108203
7338,0.0993119
7339,0.112057
7340,0.109327
7341,0.104723
7342,0.0909612
7343,0.110017
7344,0.0945414
7345,0.0897825
7346,0.0868838
7347,0.0939793
7348,0.104217
7349,0.110413
7350,0.118782
7351,0.114213
7352,0.121052
7353,0.105349
7354,0.108287
7355,0.102776
7356,0.0923882
7357,0.0770116
7358,0.0774747
7359,0.0903319
7360,0.100731
7361,0.0970549
7362,0.100889
7363,0.0905189
7364,0.10849
7365,0.101349
7366,0.0843683
7367,0.0928613
7368,0.102415
7369,0.112534
7370,0.116767
7371,0.100287
7372,0.0929348
7373,0.0770318
7374,0.0655495
7375,0.0644178
7376,0.0710905
7377,0.0716246
7378,0.053614
7379,0.071869
7380,0.0657233
7381,0.052543
7382,0.0449868
7383,0.0507672
7384,0.0909596
7385,0.101757
7386,0.109038
7387,0.103581
7388,0.0936736
7389,0.0924292
7390,0.095078
7391,0.0799941
7392,0.0717398
7393,0.0706509
7394,0.0780314
7395,0.0935108
7396,0.0886523
7397,0.0932513
7398,0.0935751
7399,0.0834684
7400,0.0901939
7401,0.0834874
7402,0.105657
7403,0.111605
7404,0.120994
7405,0.117749
7406,0.110776
7407,0.122446
7408,0.108189
7409,0.129367
7410,0.14124
7411,0.139393
7412,0.124061
7413,0.133581
7414,0.131658
7415,0.126675
7416,0.12367
7417,0.137509
7418,0.119754
7419,0.120762
7420,0.109807
7421,0.125269
7422,0.137614
7423,0.138732
7424,0.121855
7425,0.129251
7426,0.115385
7427,0.106844
7428,0.0875867
7429,0.0973788
7430,0.0973891
7431,0.0881346
7432,0.0636149
7433,0.0979145
7434,0.105676
7435,0.125323
7436,0.131429
7437,0.107058
7438,0.0919905
7439,0.0867655
7440,0.11046
7441,0.108883
7442,0.101844
7443,0.0981372
7444,0.108823
7445,0.127894
7446,0.109744
7447,0.088769
7448,0.102004
7449,0.0911571
7450,0.0906099
7451,0.0835685
7452,0.089526
7453,0.0909747
7454,0.0974621
7455,0.126329
7456,0.121653
7457,0.128339
7458,0.148145
7459,0.121126
7460,0.144171
7461,0.109815
7462,0.129538
7463,0.136138
7464,0.139922
7465,0.163129
7466,0.158015
7467,0.172698
7468,0.16396
7469,0.138515
7470,0.128422
7471,0.14445
7472,0.14372
7473,0.151324
7474,0.133247
7475,0.152087
7476,0.144118
7477,0.140288
7478,0.137162
7479,0.135165
7480,0.140413
7481,0.143696
7482,0.108794
7483,0.093659
7484,0.0720585
7485,0.0528401
7486,0.0947805
7487,0.085674
7488,0.0788048
7489,0.0741392
7490,0.0708001
7491,0.0765773
7492,0.0977684
7493,0.0802472
7494,0.0595482
7495,0.0904037
7496,0.0837263
7497,0.0822128
7498,0.0746643
7499,0.0773663
7500,0.0760652
7501,0.0815949
7502,0.077637
7503,0.0794902
7504,0.0745804
7505,0.0870072
7506,0.0892862
7507,0.0858397
7508,0.0624554
7509,0.0796291
7510,0.07232
7511,0.0689336
7512,0.086564
7513,0.0937522
7514,0.0910241
7515,0.0914706
7516,0.0783427
7517,0.0895432
7518,0.105754
7519,0.0963845
7520,0.110122
7521,0.0850434
7522,0.093532
7523,0.0842988
7524,0.103977
7525,0.099303
7526,0.105792
7527,0.105878
7528,0.104564
7529,0.0998642
7530,0.0943145
7531,0.121617
7532,0.113032
7533,0.0850153
7534,0.0843934
7535,0.0788498
7536,0.104412
7537,0.10548
7538,0.0907634
7539,0.0847693
7540,0.0941235
7541,0.106155
7542,0.14025
7543,0.132635
7544,0.117559
7545,0.124379
7546,0.125987
7547,0.132234
7548,0.138886
7549,0.119815
7550,0.105447
7551,0.100851
7552,0.131937
7553,0.119871
7554,0.117025
7555,0.117968
7556,0.124633
7557,0.111521
7558,0.122525
7559,0.113611
7560,0.108475
7561,0.105579
7562,0.104014
7563,0.0902875
7564,0.0894696
7565,0.0876741
7566,0.10198
7567,0.104701
7568,0.0861976
7569,0.0831757
7570,0.0911777
7571,0.0957087
7572,0.0935582
7573,0.0735389
7574,0.0750702
7575,0.062432
7576,0.0630786
7577,0.0776053
7578,0.0983847
7579,0.0927234
7580,0.0820001
7581,0.0971742
7582,0.0749933
7583,0.0817647
7584,0.0811577
7585,0.066164
7586,0.079089
7587,0.0945667
7588,0.0728811
7589,0.0714818
7590,0.0760826
7591,0.0652981
7592,0.0559839
7593,0.063294
7594,0.0507085
7595,0.0480649
7596,0.0501257
7597,0.0517201
7598,0.0813733
7599,0.0877445
7600,0.104024
7601,0.0948524
7602,0.10637
7603,0.0845212
7604,0.0888375
7605,0.0785006
7606,0.0666634
7607,0.0987458
7608,0.0773644
7609,0.0684174
7610,0.0629206
7611,0.0591192
7612,0.0769298
7613,0.0812273
7614,0.0862464
7615,0.0820318
7616,0.1091
7617,0.124886
7618,0.104411
7619,0.122459
7620,0.111676
7621,0.0933084
7622,0.106772
7623,0.100286
7624,0.134153
7625,0.112042
7626,0.115373
7627,0.0982348
7628,0.10557
7629,0.0964758
7630,0.100443
7631,0.0862105
7632,0.0921309
7633,0.073018
7634,0.0726139
7635,0.0620504
7636,0.0841334
7637,0.0789215
7638,0.0748577
7639,0.0634373
7640,0.0683188
7641,0.0645876
7642,0.0563614
7643,0.060399
7644,0.0567141
7645,0.0610154
7646,0.0840815
7647,0.0777612
7648,0.0909434
7649,0.0665647
7650,0.0959895
7651,0.103732
7652,0.103568
7653,0.113077
7654,0.126116
7655,0.118728
7656,0.129421
7657,0.117237
7658,0.118232
7659,0.11072
7660,0.117828
7661,0.100591
7662,0.12213
7663,0.110147
7664,0.11485
7665,0.118471
7666,0.125274
7667,0.140344
7668,0.145158
7669,0.146437
7670,0.138633
7671,0.154343
7672,0.159763
7673,0.13433
7674,0.11785
7675,0.130984
7676,0.142817
7677,0.133001
7678,0.117097
7679,0.130396
7680,0.118617
7681,0.119826
7682,0.0970686
7683,0.100404
7684,0.099057
7685,0.0934584
7686,0.100034
7687,0.102181
7688,0.123855
7689,0.123594
7690,0.144796
7691,0.141722
7692,0.13226
7693,0.135437
7694,0.142037
7695,0.114969
7696,0.117089
7697,0.117694
7698,0.12042
7699,0.116438
7700,0.0989492
7701,0.102575
7702,0.0929405
7703,0.0947895
7704,0.11903
7705,0.113133
7706,0.0941635
7707,0.129404
7708,0.126115
7709,0.12552
7710,0.109408
7711,0.116302
7712,0.118289
7713,0.095996
7714,0.0899767
7715,0.0828315
7716,0.0826753
7717,0.0759643
7718,0.0841826
7719,0.0867896
7720,0.0833925
7721,0.0757617
7722,0.0837812
7723,0.0826446
7724,0.0832895
7725,0.0858382
7726,0.11276
7727,0.118693
7728,0.135976
7729,0.12573
7730,0.117366
7731,0.114948
7732,0.122381
7733,0.128136
7734,0.113236
7735,0.138743
7736,0.122357
7737,0.121371
7738,0.137283
7739,0.118571
7740,0.119553
7741,0.115024
7742,0.115256
7743,0.112563
7744,0.108212
7745,0.0960833
7746,0.103858
7747,0.0835398
7748,0.114489
7749,0.111465
7750,0.106218
7751,0.0941794
7752,0.108111
7753,0.0889915
7754,0.112258
7755,0.105008
7756,0.106938
7757,0.121932
7758,0.127685
7759,0.1368
7760,0.131297
7761,0.123924
7762,0.112801
7763,0.102148
7764,0.124135
7765,0.113143
7766,0.116181
7767,0.0954907
7768,0.111199
7769,0.117298
7770,0.104216
7771,0.0976861
7772,0.103134
7773,0.0817561
7774,0.0874763
7775,0.0912617
7776,0.0968398
7777,0.10326
7778,0.116251
7779,0.113936
7780,0.112432
7781,0.140464
7782,0.157265
7783,0.152148
7784,0.146064
7785,0.145594
7786,0.159171
7787,0.146784
7788,0.153562
7789,0.161594
7790,0.152779
7791,0.145087
7792,0.149228
7793,0.132598
7794,0.127129
7795,0.138091
7796,0.159035
7797,0.144932
7798,0.183046
7799,0.177021
7800,0.178745
7801,0.159616
7802,0.162583
7803,0.167461
7804,0.159138
7805,0.158809
7806,0.150524
7807,0.158136
7808,0.181163
7809,0.184643
7810,0.178165
7811,0.164013
7812,0.156644
7813,0.182048
7814,0.175714
7815,0.201554
7816,0.197858
7817,0.184923
7818,0.175819
7819,0.164858
7820,0.164703
7821,0.158035
7822,0.152708
7823,0.155413
7824,0.134773
7825,0.127176
7826,0.11992
7827,0.100988
7828,0.0890312
7829,0.0867176
7830,0.0722419
7831,0.102471
7832,0.0878719
7833,0.076917
7834,0.103409
7835,0.0927268
7836,0.0813985
7837,0.0757382
7838,0.0674444
7839,0.0599245
7840,0.0609244
7841,0.071192
7842,0.0565952
7843,0.0802042
7844,0.0867822
7845,0.0760642
7846,0.0789452
7847,0.070382
7848,0.0599755
7849,0.0516485
7850,0.0705209
7851,0.0634216
7852,0.0833889
7853,0.0792219
7854,0.0897814
7855,0.0910303
7856,0.085266
7857,0.0724827
7858,0.0867326
7859,0.0960569
7860,0.108102
7861,0.104523
7862,0.0844208
7863,0.0847845
7864,0.0799535
7865,0.105904
7866,0.102994
7867,0.0933677
7868,0.123089
7869,0.117238
7870,0.0986272
7871,0.104396
7872,0.0977046
7873,0.0979456
7874,0.118012
7875,0.0931342
7876,0.101046
7877,0.0926779
7878,0.066155
7879,0.1148
7880,0.108762
