time,BaseNetwork.server.aggregator(timetoserial(responseTimeStats:vector))
171,0.0889524
172,0.0861322
173,0.0948917
174,0.115067
175,0.117074
176,0.105346
177,0.100121
178,0.0928773
179,0.108618
180,0.102653
181,0.103241
182,0.124807
183,0.0998276
184,0.125144
185,0.124626
186,0.116707
187,0.130148
188,0.118588
189,0.127467
190,0.112467
191,0.133547
192,0.123613
193,0.111698
194,0.112749
195,0.125655
196,0.106047
197,0.100094
198,0.0954282
199,0.104297
200,0.082542
201,0.0583095
202,0.0918623
203,0.0948686
204,0.0832757
205,0.0828258
206,0.0849321
207,0.077932
208,0.080638
209,0.0763957
210,0.0867554
211,0.0775624
212,0.0837394
213,0.0952347
214,0.0925227
215,0.0824303
216,0.091645
217,0.0887523
218,0.0931114
219,0.0935135
220,0.0779651
221,0.0791664
222,0.0744482
223,0.08234
224,0.0853969
225,0.0975221
226,0.109985
227,0.102398
228,0.0859138
229,0.0898748
230,0.0918215
231,0.12223
232,0.105722
233,0.151459
234,0.143831
235,0.120143
236,0.124827
237,0.093934
238,0.0902379
239,0.0997454
240,0.132212
241,0.116199
242,0.114478
243,0.108524
244,0.13654
245,0.145868
246,0.140974
247,0.169871
248,0.191224
249,0.177905
250,0.164416
251,0.161974
252,0.162429
253,0.169113
254,0.180542
255,0.169683
256,0.197173
257,0.201327
258,0.211715
259,0.227196
260,0.226677
261,0.212764
262,0.20687
263,0.209515
264,0.222059
265,0.210768
266,0.231489
267,0.231064
268,0.238528
269,0.232527
270,0.233623
271,0.232794
272,0.220007
273,0.233007
274,0.212769
275,0.203796
276,0.200776
277,0.220991
278,0.2164
279,0.218024
280,0.198116
281,0.183826
282,0.176624
283,0.169138
284,0.16671
285,0.141592
286,0.128338
287,0.119964
288,0.108346
289,0.118952
290,0.11693
291,0.123607
292,0.106745
293,0.10217
294,0.113719
295,0.106107
296,0.117175
297,0.10583
298,0.101275
299,0.105816
300,0.110166
301,0.100525
302,0.105849
303,0.0899451
304,0.089249
305,0.0839956
306,0.0852571
307,0.104922
308,0.093686
309,0.0941815
310,0.115236
311,0.0941271
312,0.0840895
313,0.0909332
314,0.141404
315,0.124173
316,0.13828
317,0.155416
318,0.16249
319,0.156948
320,0.14483
321,0.141312
322,0.132557
323,0.129578
324,0.122881
325,0.142713
326,0.130836
327,0.118298
328,0.116745
329,0.121457
330,0.104604
331,0.123682
332,0.126905
333,0.117933
334,0.140923
335,0.165021
336,0.13543
337,0.145175
338,0.140975
339,0.135707
340,0.129639
341,0.127141
342,0.11967
343,0.109387
344,0.151443
345,0.152091
346,0.15547
347,0.158768
348,0.131595
349,0.121368
350,0.119027
351,0.115332
352,0.11417
353,0.141732
354,0.107545
355,0.0974857
356,0.0884536
357,0.0786897
358,0.0609535
359,0.0575964
360,0.040955
361,0.0551192
362,0.0728494
363,0.0738485
364,0.0599736
365,0.0704423
366,0.0556465
367,0.0695625
368,0.0846428
369,0.0752356
370,0.0653248
371,0.0478666
372,0.0615601
373,0.0607943
374,0.0621793
375,0.0782762
376,0.0637698
377,0.0687783
378,0.0643976
379,0.0655773
380,0.0558361
381,0.0741388
382,0.06876
383,0.08248
384,0.0658759
385,0.0661882
386,0.0654073
387,0.0771488
388,0.0621285
389,0.0897603
390,0.0880077
391,0.0772631
392,0.0780366
393,0.07586
394,0.0871232
395,0.072614
396,0.0599108
397,0.0526209
398,0.0849578
399,0.085914
400,0.0978151
401,0.0994865
402,0.08266
403,0.100689
404,0.10201
405,0.0907413
406,0.0876932
407,0.0851055
408,0.0710177
409,0.0730756
410,0.0821454
411,0.068134
412,0.0566137
413,0.0668348
414,0.0864101
415,0.0860158
416,0.110431
417,0.0916463
418,0.0796235
419,0.101461
420,0.0972815
421,0.0977562
422,0.130135
423,0.135202
424,0.135178
425,0.129362
426,0.125291
427,0.115616
428,0.107621
429,0.111021
430,0.114553
431,0.10643
432,0.091605
433,0.0981618
434,0.0915224
435,0.0933415
436,0.10018
437,0.103757
438,0.0899703
439,0.0891456
440,0.0814752
441,0.0920475
442,0.104308
443,0.103031
444,0.112441
445,0.130963
446,0.117695
447,0.0887693
448,0.131776
449,0.0987119
450,0.12203
451,0.108053
452,0.0789614
453,0.0802948
454,0.102066
455,0.103276
456,0.08811
457,0.0989711
458,0.0872354
459,0.123303
460,0.136175
461,0.133741
462,0.124637
463,0.129668
464,0.128176
465,0.13369
466,0.134897
467,0.114601
468,0.141183
469,0.139575
470,0.120043
471,0.110352
472,0.127267
473,0.12958
474,0.119958
475,0.145686
476,0.133236
477,0.169699
478,0.163984
479,0.133353
480,0.123243
481,0.14525
482,0.17142
483,0.165614
484,0.169953
485,0.173951
486,0.188035
487,0.183221
488,0.172305
489,0.158605
490,0.161431
491,0.165844
492,0.151467
493,0.164098
494,0.141944
495,0.143429
496,0.133708
497,0.140599
498,0.116956
499,0.109328
500,0.100432
501,0.102046
502,0.102588
503,0.133682
504,0.142192
505,0.132416
506,0.125559
507,0.119168
508,0.108455
509,0.121004
510,0.112838
511,0.10794
512,0.109583
513,0.102501
514,0.0935903
515,0.0782758
516,0.0860882
517,0.0718891
518,0.0710126
519,0.0726557
520,0.0725899
521,0.062151
522,0.0656768
523,0.0777028
524,0.0830521
525,0.0828216
526,0.0794185
527,0.0758546
528,0.0688292
529,0.0718299
530,0.0611987
531,0.0705717
532,0.0835552
533,0.0676533
534,0.0749273
535,0.0604459
536,0.0746737
537,0.0722018
538,0.0512027
539,0.0662403
540,0.0639001
541,0.0728011
542,0.0687899
543,0.0768966
544,0.0955313
545,0.123491
546,0.13066
547,0.134832
548,0.123207
549,0.107991
550,0.114763
551,0.107898
552,0.076164
553,0.0677467
554,0.0894145
555,0.0869041
556,0.0822525
557,0.0847099
558,0.0663845
559,0.0720534
560,0.048535
561,0.0492138
562,0.0778698
563,0.0914003
564,0.0974755
565,0.100973
566,0.0892713
567,0.0865458
568,0.0919116
569,0.106436
570,0.125654
571,0.123974
572,0.124484
573,0.116798
574,0.115992
575,0.153558
576,0.148867
577,0.152828
578,0.15753
579,0.147557
580,0.178769
581,0.167958
582,0.155831
583,0.167886
584,0.159282
585,0.176465
586,0.18184
587,0.181777
588,0.183634
589,0.178666
590,0.171374
591,0.152638
592,0.150217
593,0.122385
594,0.126457
595,0.13768
596,0.146015
597,0.159483
598,0.131288
599,0.110903
600,0.131069
601,0.127685
602,0.129981
603,0.116866
604,0.107709
605,0.112586
606,0.124115
607,0.110022
608,0.0910851
609,0.0840949
610,0.0927412
611,0.0889814
612,0.0652464
613,0.0766944
614,0.081876
615,0.103106
616,0.0922341
617,0.0726101
618,0.0575144
619,0.0703125
620,0.0644318
621,0.0821285
622,0.0837359
623,0.0847719
624,0.101088
625,0.0928139
626,0.121167
627,0.143914
628,0.154739
629,0.138779
630,0.156997
631,0.139069
632,0.122431
633,0.142209
634,0.140023
635,0.13734
636,0.116821
637,0.122841
638,0.114534
639,0.164125
640,0.171952
641,0.173729
642,0.164703
643,0.15482
644,0.14581
645,0.147222
646,0.128217
647,0.133252
648,0.113635
649,0.105997
650,0.0874849
651,0.075446
652,0.0756878
653,0.082346
654,0.111355
655,0.116333
656,0.118176
657,0.101329
658,0.0892744
659,0.0862084
660,0.0999545
661,0.105302
662,0.0982857
663,0.0987697
664,0.0878466
665,0.0949476
666,0.0976078
667,0.0931317
668,0.0919469
669,0.0626013
670,0.0673446
671,0.0685425
672,0.05905
673,0.0617743
674,0.0597366
675,0.0639109
676,0.0672777
677,0.0685488
678,0.0603831
679,0.0794174
680,0.0857952
681,0.0800714
682,0.0814657
683,0.0651616
684,0.0866963
685,0.070352
686,0.081654
687,0.0871234
688,0.0799645
689,0.107236
690,0.138732
691,0.145754
692,0.156575
693,0.151653
694,0.140511
695,0.135711
696,0.132047
697,0.172153
698,0.173054
699,0.165848
700,0.153412
701,0.145556
702,0.138239
703,0.134934
704,0.121429
705,0.131299
706,0.125702
707,0.15462
708,0.139254
709,0.158959
710,0.14549
711,0.130912
712,0.129083
713,0.109412
714,0.118328
715,0.121941
716,0.136857
717,0.119977
718,0.146019
719,0.127941
720,0.12969
721,0.140393
722,0.112555
723,0.133897
724,0.142041
725,0.126927
726,0.105659
727,0.15946
728,0.148464
729,0.146784
730,0.130462
731,0.125937
732,0.147539
733,0.163716
734,0.131927
735,0.136092
736,0.130311
737,0.140925
738,0.153903
739,0.145027
740,0.152354
741,0.157962
742,0.151864
743,0.140719
744,0.130173
745,0.127515
746,0.151157
747,0.154411
748,0.133213
749,0.1536
750,0.15082
751,0.146861
752,0.133982
753,0.128398
754,0.143371
755,0.141006
756,0.12677
757,0.10099
758,0.0797734
759,0.0878386
760,0.113182
761,0.106383
762,0.08649
763,0.0924231
764,0.110534
765,0.110466
766,0.125838
767,0.0958921
768,0.113684
769,0.129602
770,0.141818
771,0.168986
772,0.149326
773,0.182368
774,0.174224
775,0.162645
776,0.161405
777,0.164351
778,0.147369
779,0.135136
780,0.129648
781,0.147961
782,0.140635
783,0.141027
784,0.172011
785,0.187329
786,0.172822
787,0.161151
788,0.15752
789,0.157198
790,0.179687
791,0.172056
792,0.183898
793,0.176191
794,0.167007
795,0.176607
796,0.164976
797,0.182502
798,0.184938
799,0.167559
800,0.158293
801,0.162228
802,0.121633
803,0.146206
804,0.14942
805,0.132621
806,0.165635
807,0.159964
808,0.156488
809,0.166886
810,0.183648
811,0.164398
812,0.166385
813,0.161883
814,0.192141
815,0.187564
816,0.214963
817,0.192019
818,0.166691
819,0.166492
820,0.186036
821,0.203475
822,0.185672
823,0.168186
824,0.168938
825,0.171606
826,0.169442
827,0.170056
828,0.157382
829,0.146564
830,0.130846
831,0.132722
832,0.136231
833,0.142977
834,0.137954
835,0.134793
836,0.135335
837,0.133412
838,0.125629
839,0.129514
840,0.121842
841,0.112526
842,0.118653
843,0.11958
844,0.14139
845,0.156457
846,0.187006
847,0.188245
848,0.215747
849,0.239547
850,0.242707
851,0.240154
852,0.211158
853,0.229074
854,0.215252
855,0.209687
856,0.201503
857,0.194687
858,0.206865
859,0.194261
860,0.174091
861,0.168123
862,0.154061
863,0.148623
864,0.156431
865,0.149425
866,0.13609
867,0.124871
868,0.124657
869,0.131828
870,0.158968
871,0.144675
872,0.147022
873,0.169224
874,0.154554
875,0.138034
876,0.157499
877,0.132957
878,0.142933
879,0.136763
880,0.146783
881,0.134678
882,0.127353
883,0.121632
884,0.122542
885,0.107799
886,0.093839
887,0.100294
888,0.0929299
889,0.10207
890,0.116845
891,0.117717
892,0.107084
893,0.109322
894,0.120195
895,0.111837
896,0.0802851
897,0.0890553
898,0.0963608
899,0.109557
900,0.0932387
901,0.102166
902,0.0898227
903,0.112511
904,0.111751
905,0.104073
906,0.105069
907,0.0861792
908,0.09759
909,0.0770203
910,0.0956078
911,0.0984573
912,0.108095
913,0.130132
914,0.150265
915,0.136043
916,0.132338
917,0.117141
918,0.122708
919,0.12827
920,0.128742
921,0.131628
922,0.123839
923,0.122337
924,0.132815
925,0.139564
926,0.12534
927,0.117264
928,0.119789
929,0.113674
930,0.100508
931,0.0785722
932,0.0934079
933,0.104013
934,0.131742
935,0.136883
936,0.14994
937,0.140706
938,0.151556
939,0.133833
940,0.134107
941,0.140171
942,0.116909
943,0.124612
944,0.115929
945,0.113122
946,0.114076
947,0.0977834
948,0.0912084
949,0.077363
950,0.0699873
951,0.0628971
952,0.0835455
953,0.0969912
954,0.0871441
955,0.0801269
956,0.0645627
957,0.0941253
958,0.0858407
959,0.102141
960,0.0964171
961,0.0982701
962,0.105272
963,0.121271
964,0.122226
965,0.116115
966,0.110403
967,0.0889478
968,0.10452
969,0.116013
970,0.108062
971,0.0933211
972,0.112593
973,0.0943182
974,0.0665624
975,0.0736433
976,0.090985
977,0.0805366
978,0.0778788
979,0.0782327
980,0.0676329
981,0.0617249
982,0.0558486
983,0.0683291
984,0.0928196
985,0.0836722
986,0.0715406
987,0.0616561
988,0.0720664
989,0.0607959
990,0.0711252
991,0.061517
992,0.114834
993,0.103379
994,0.111927
995,0.103666
996,0.124779
997,0.108565
998,0.128572
999,0.136011
1000,0.132157
1001,0.127515
1002,0.105946
1003,0.099594
1004,0.109931
1005,0.124278
1006,0.112053
1007,0.124507
1008,0.116984
1009,0.140559
1010,0.166278
1011,0.167909
1012,0.153152
1013,0.150416
1014,0.136414
1015,0.140558
1016,0.128564
1017,0.120501
1018,0.127816
1019,0.132176
1020,0.104655
1021,0.118542
1022,0.113868
1023,0.11154
1024,0.099098
1025,0.0876921
1026,0.0974742
1027,0.0817345
1028,0.0994544
1029,0.0892947
1030,0.0783672
1031,0.0740234
1032,0.0802203
1033,0.0875396
1034,0.0988349
1035,0.0818284
1036,0.0956493
1037,0.0956778
1038,0.0869424
1039,0.0914998
1040,0.0841116
1041,0.106252
1042,0.112287
1043,0.112516
1044,0.110351
1045,0.105422
1046,0.104696
1047,0.111019
1048,0.137826
1049,0.125233
1050,0.133715
1051,0.129939
1052,0.130148
1053,0.121235
1054,0.11122
1055,0.127764
1056,0.129693
1057,0.105416
1058,0.107773
1059,0.126847
1060,0.132813
1061,0.132304
1062,0.124572
1063,0.128991
1064,0.145816
1065,0.11808
1066,0.126903
1067,0.104331
1068,0.105736
1069,0.113364
1070,0.113639
1071,0.107041
1072,0.0925384
1073,0.0786365
1074,0.0790097
1075,0.0931383
1076,0.0807749
1077,0.0877476
1078,0.126985
1079,0.112859
1080,0.10671
1081,0.138948
1082,0.149873
1083,0.114507
1084,0.122338
1085,0.121358
1086,0.130425
1087,0.120542
1088,0.116825
1089,0.115077
1090,0.106117
1091,0.0966384
1092,0.0996365
1093,0.0921821
1094,0.109731
1095,0.142742
1096,0.127033
1097,0.126564
1098,0.131392
1099,0.135033
1100,0.152842
1101,0.136014
1102,0.128828
1103,0.128577
1104,0.107975
1105,0.0886055
1106,0.0952329
1107,0.0873253
1108,0.0930066
1109,0.100042
1110,0.101673
1111,0.127633
1112,0.140352
1113,0.13926
1114,0.122836
1115,0.129943
1116,0.132602
1117,0.13983
1118,0.132594
1119,0.134467
1120,0.115906
1121,0.134592
1122,0.139514
1123,0.14959
1124,0.110636
1125,0.107402
1126,0.11448
1127,0.118889
1128,0.119898
1129,0.12113
1130,0.0976464
1131,0.0878315
1132,0.080231
1133,0.0922992
1134,0.0929939
1135,0.107476
1136,0.101636
1137,0.104904
1138,0.0880516
1139,0.0998184
1140,0.0989884
1141,0.106634
1142,0.121457
1143,0.114511
1144,0.113297
1145,0.0982423
1146,0.0891198
1147,0.0952633
1148,0.0859239
1149,0.0848824
1150,0.0798388
1151,0.0898034
1152,0.0766794
1153,0.0900842
1154,0.0836789
1155,0.086907
1156,0.101743
1157,0.079339
1158,0.0795189
1159,0.0931589
1160,0.0687388
1161,0.0496174
1162,0.0644014
1163,0.065204
1164,0.0764083
1165,0.0931406
1166,0.0889545
1167,0.100287
1168,0.0878611
1169,0.0904214
1170,0.087756
1171,0.0946559
1172,0.0945893
1173,0.0888991
1174,0.0917465
1175,0.0902352
1176,0.0944983
1177,0.129312
1178,0.150022
1179,0.1318
1180,0.15332
1181,0.139352
1182,0.143241
1183,0.155187
1184,0.134946
1185,0.115938
1186,0.112833
1187,0.0954371
1188,0.106879
1189,0.123539
1190,0.127359
1191,0.133882
1192,0.115918
1193,0.117167
1194,0.136295
1195,0.120377
1196,0.111504
1197,0.106639
1198,0.136
1199,0.139081
1200,0.126844
1201,0.119205
1202,0.112975
1203,0.108547
1204,0.100768
1205,0.109755
1206,0.102831
1207,0.10831
1208,0.0943722
1209,0.120513
1210,0.104929
1211,0.115233
1212,0.12389
1213,0.119847
1214,0.118906
1215,0.121315
1216,0.106835
1217,0.11179
1218,0.130381
1219,0.136134
1220,0.138873
1221,0.13076
1222,0.127904
1223,0.121091
1224,0.0991994
1225,0.0895407
1226,0.0977509
1227,0.0926783
1228,0.0890654
1229,0.0939677
1230,0.0972839
1231,0.109026
1232,0.0940821
1233,0.0891674
1234,0.113185
1235,0.109252
1236,0.127712
1237,0.113746
1238,0.114254
1239,0.0947835
1240,0.0922876
1241,0.0994976
1242,0.127651
1243,0.151102
1244,0.140551
1245,0.143783
1246,0.189752
1247,0.178533
1248,0.172574
1249,0.174379
1250,0.14423
1251,0.137148
1252,0.131321
1253,0.107019
1254,0.11981
1255,0.136052
1256,0.138592
1257,0.1371
1258,0.165345
1259,0.157376
1260,0.152176
1261,0.138658
1262,0.153029
1263,0.137156
1264,0.169342
1265,0.19144
1266,0.173418
1267,0.161187
1268,0.176916
1269,0.194479
1270,0.176673
1271,0.151837
1272,0.160944
1273,0.171233
1274,0.156789
1275,0.137213
1276,0.124361
1277,0.115633
1278,0.117037
1279,0.132199
1280,0.114356
1281,0.111388
1282,0.0976242
1283,0.0909913
1284,0.0958974
1285,0.104819
1286,0.0957755
1287,0.107262
1288,0.103009
1289,0.132184
1290,0.128971
1291,0.133038
1292,0.132931
1293,0.149085
1294,0.146198
1295,0.147206
1296,0.152732
1297,0.171985
1298,0.212602
1299,0.203077
1300,0.192019
1301,0.192289
1302,0.179582
1303,0.191972
1304,0.196888
1305,0.203753
1306,0.199317
1307,0.21625
1308,0.222582
1309,0.208881
1310,0.227177
1311,0.236598
1312,0.242079
1313,0.251354
1314,0.218051
1315,0.206735
1316,0.193042
1317,0.205706
1318,0.179886
1319,0.161607
1320,0.161427
1321,0.179752
1322,0.16313
1323,0.161598
1324,0.172751
1325,0.149656
1326,0.145754
1327,0.145349
1328,0.152248
1329,0.158927
1330,0.144953
1331,0.139416
1332,0.152925
1333,0.144796
1334,0.145476
1335,0.12744
1336,0.116993
1337,0.112912
1338,0.104939
1339,0.135631
1340,0.159299
1341,0.143874
1342,0.137234
1343,0.131217
1344,0.105412
1345,0.122764
1346,0.151542
1347,0.129773
1348,0.127756
1349,0.134318
1350,0.146399
1351,0.175853
1352,0.155754
1353,0.142494
1354,0.136654
1355,0.125228
1356,0.126021
1357,0.145995
1358,0.138576
1359,0.124397
1360,0.137068
1361,0.145426
1362,0.16624
1363,0.171783
1364,0.170866
1365,0.159099
1366,0.148958
1367,0.154498
1368,0.151744
1369,0.149492
1370,0.15329
1371,0.163294
1372,0.146886
1373,0.132444
1374,0.124962
1375,0.127269
1376,0.101235
1377,0.105738
1378,0.118013
1379,0.11376
1380,0.109644
1381,0.10647
1382,0.104003
1383,0.106314
1384,0.120086
1385,0.120929
1386,0.131646
1387,0.11451
1388,0.109079
1389,0.105442
1390,0.119843
1391,0.125406
1392,0.128802
1393,0.131542
1394,0.130259
1395,0.145954
1396,0.140392
1397,0.123226
1398,0.125508
1399,0.111452
1400,0.106201
1401,0.109789
1402,0.115431
1403,0.105312
1404,0.114344
1405,0.117019
1406,0.0995238
1407,0.130028
1408,0.133016
1409,0.13872
1410,0.168588
1411,0.16291
1412,0.147894
1413,0.148498
1414,0.174575
1415,0.176342
1416,0.18066
1417,0.170333
1418,0.166301
1419,0.173174
1420,0.181648
1421,0.173796
1422,0.184987
1423,0.194976
1424,0.206698
1425,0.193764
1426,0.200818
1427,0.20869
1428,0.198553
1429,0.187987
1430,0.198274
1431,0.23606
1432,0.222411
1433,0.234314
1434,0.218795
1435,0.221661
1436,0.21239
1437,0.212058
1438,0.200861
1439,0.194021
1440,0.192454
1441,0.20072
1442,0.192368
1443,0.201698
1444,0.206179
1445,0.205738
1446,0.195498
1447,0.174428
1448,0.165282
1449,0.157512
1450,0.181338
1451,0.159592
1452,0.167942
1453,0.175077
1454,0.158827
1455,0.170312
1456,0.157652
1457,0.178496
1458,0.172561
1459,0.174344
1460,0.159049
1461,0.146034
1462,0.163018
1463,0.188014
1464,0.202685
1465,0.189999
1466,0.19177
1467,0.195301
1468,0.199699
1469,0.181557
1470,0.183592
1471,0.179157
1472,0.179955
1473,0.18008
1474,0.162114
1475,0.146695
1476,0.174804
1477,0.170017
1478,0.171627
1479,0.166372
1480,0.146626
1481,0.137773
1482,0.135998
1483,0.131579
1484,0.143267
1485,0.131808
1486,0.13833
1487,0.150731
1488,0.154886
1489,0.133834
1490,0.126215
1491,0.149341
1492,0.14471
1493,0.130908
1494,0.129482
1495,0.129186
1496,0.134116
1497,0.163429
1498,0.158045
1499,0.146415
1500,0.155562
1501,0.137449
1502,0.126685
1503,0.162333
1504,0.135457
1505,0.11954
1506,0.113761
1507,0.091054
1508,0.101361
1509,0.109408
1510,0.114479
1511,0.120456
1512,0.132615
1513,0.134128
1514,0.144653
1515,0.177264
1516,0.160083
1517,0.146005
1518,0.1447
1519,0.141419
1520,0.138261
1521,0.142601
1522,0.135181
1523,0.135839
1524,0.146171
1525,0.141489
1526,0.194316
1527,0.185538
1528,0.181814
1529,0.185099
1530,0.171724
1531,0.183166
1532,0.197854
1533,0.189434
1534,0.157499
1535,0.143729
1536,0.127938
1537,0.118348
1538,0.100517
1539,0.120499
1540,0.136345
1541,0.122777
1542,0.121519
1543,0.120001
1544,0.107538
1545,0.102102
1546,0.118938
1547,0.111532
1548,0.0997368
1549,0.126939
1550,0.12297
1551,0.125611
1552,0.0947936
1553,0.0962275
1554,0.105548
1555,0.130773
1556,0.128354
1557,0.140412
1558,0.134123
1559,0.121059
1560,0.11416
1561,0.107644
1562,0.103642
1563,0.0969503
1564,0.104883
1565,0.100361
1566,0.111795
1567,0.102082
1568,0.111282
1569,0.116195
1570,0.125539
1571,0.153587
1572,0.151954
1573,0.147707
1574,0.122185
1575,0.130272
1576,0.107475
1577,0.123313
1578,0.121677
1579,0.0958062
1580,0.113141
1581,0.114309
1582,0.128441
1583,0.153964
1584,0.155181
1585,0.130701
1586,0.150625
1587,0.142349
1588,0.148823
1589,0.151923
1590,0.141541
1591,0.156459
1592,0.1351
1593,0.152369
1594,0.169912
1595,0.180204
1596,0.168192
1597,0.150432
1598,0.146313
1599,0.14952
1600,0.150367
1601,0.142306
1602,0.129662
1603,0.100623
1604,0.0907174
1605,0.0880136
1606,0.08402
1607,0.0929898
1608,0.0995622
1609,0.108934
1610,0.0978969
1611,0.098927
1612,0.0907589
1613,0.11475
1614,0.134147
1615,0.11531
1616,0.0881682
1617,0.0728564
1618,0.08042
1619,0.0716261
1620,0.0734914
1621,0.103716
1622,0.0944298
1623,0.0730794
1624,0.0829193
1625,0.0860347
1626,0.0784354
1627,0.0712282
1628,0.0653271
1629,0.0731758
1630,0.0640689
1631,0.112451
1632,0.128433
1633,0.114301
1634,0.107746
1635,0.11265
1636,0.138155
1637,0.108287
1638,0.110123
1639,0.0937084
1640,0.0948338
1641,0.0946312
1642,0.0828218
1643,0.0944411
1644,0.106895
1645,0.0929816
1646,0.0816037
1647,0.0905419
1648,0.0819797
1649,0.0782749
1650,0.126986
1651,0.124028
1652,0.137955
1653,0.131606
1654,0.111812
1655,0.127199
1656,0.119149
1657,0.114342
1658,0.0942515
1659,0.0790134
1660,0.0722559
1661,0.0768318
1662,0.0759776
1663,0.0633125
1664,0.0668344
1665,0.0612302
1666,0.0675286
1667,0.0881077
1668,0.0734531
1669,0.081849
1670,0.126512
1671,0.128755
1672,0.0994787
1673,0.085553
1674,0.0902509
1675,0.0858386
1676,0.0796384
1677,0.0988885
1678,0.0975932
1679,0.13015
1680,0.122534
1681,0.134032
1682,0.10807
1683,0.131327
1684,0.1313
1685,0.137247
1686,0.126791
1687,0.111034
1688,0.152801
1689,0.140158
1690,0.140422
1691,0.117926
1692,0.130387
1693,0.130469
1694,0.106927
1695,0.093156
1696,0.0781821
1697,0.0797836
1698,0.071763
1699,0.0672264
1700,0.104327
1701,0.0842989
1702,0.1216
1703,0.117864
1704,0.12081
1705,0.111652
1706,0.14353
1707,0.119957
1708,0.131216
1709,0.126659
1710,0.157037
1711,0.140367
1712,0.139097
1713,0.131343
1714,0.141318
1715,0.139429
1716,0.121921
1717,0.122303
1718,0.113367
1719,0.117643
1720,0.103304
1721,0.116238
1722,0.100417
1723,0.0999297
1724,0.0996214
1725,0.113454
1726,0.104533
1727,0.0940375
1728,0.0860833
1729,0.0960757
1730,0.0758037
1731,0.0601624
1732,0.0706203
1733,0.116225
1734,0.0986193
1735,0.107464
1736,0.0813538
1737,0.0922191
1738,0.106295
1739,0.0936978
1740,0.0813746
1741,0.095612
1742,0.108429
1743,0.120914
1744,0.1113
1745,0.104649
1746,0.120528
1747,0.11486
1748,0.124212
1749,0.10904
1750,0.0960797
1751,0.125736
1752,0.0992647
1753,0.109329
1754,0.0873276
1755,0.145616
1756,0.121109
1757,0.116355
1758,0.113353
1759,0.100636
1760,0.0899016
1761,0.106403
1762,0.0843151
1763,0.0881973
1764,0.0905262
1765,0.0810402
1766,0.0768285
1767,0.0875666
1768,0.0985926
1769,0.101011
1770,0.101103
1771,0.118937
1772,0.122195
1773,0.130337
1774,0.131399
1775,0.125127
1776,0.127073
1777,0.123923
1778,0.135883
1779,0.127025
1780,0.115261
1781,0.11628
1782,0.123199
1783,0.136427
1784,0.133141
1785,0.138404
1786,0.125567
1787,0.10828
1788,0.0910795
1789,0.0702366
1790,0.0822617
1791,0.0995246
1792,0.110222
1793,0.0958934
1794,0.102619
1795,0.0821052
1796,0.095914
1797,0.0992408
1798,0.122837
1799,0.108214
1800,0.0959487
1801,0.0957604
1802,0.093302
1803,0.0770063
1804,0.0792317
